Call,Response
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> in bombay <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay eight expensive
<query> can you book a table with french food in paris for six,i'm on it
<context> <user> can you book a table with french food in paris for six <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> can you book a table with french food in paris for six <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> can you book a table with french food in paris for six <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call french paris six cheap
<query> may i have a table,i'm on it
<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian cuisine,where should it be
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <query> rome please,how many people would be in your party
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> rome please <system> how many people would be in your party <query> for eight people please,which price range are looking for
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> rome please <system> how many people would be in your party <user> for eight people please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> rome please <system> how many people would be in your party <user> for eight people please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian rome eight cheap
<query> i'd like to book a table with italian food for eight in a expensive price range,i'm on it
<context> <user> i'd like to book a table with italian food for eight in a expensive price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table with italian food for eight in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> bombay please,ok let me look into some options for you
<context> <user> i'd like to book a table with italian food for eight in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> bombay please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian bombay eight expensive
<query> may i have a table in paris in a moderate price range with indian cuisine,i'm on it
<context> <user> may i have a table in paris in a moderate price range with indian cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> may i have a table in paris in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be six,ok let me look into some options for you
<context> <user> may i have a table in paris in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> ok let me look into some options for you <query> <SILENCE>,api_call indian paris six moderate
<query> may i have a table,i'm on it
<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian food,where should it be
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <query> bombay please,how many people would be in your party
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> bombay please <system> how many people would be in your party <query> we will be six,which price range are looking for
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> bombay please <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> bombay please <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian bombay six expensive
<query> can you make a restaurant reservation in madrid in a moderate price range,i'm on it
<context> <user> can you make a restaurant reservation in madrid in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in madrid in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,how many people would be in your party
<context> <user> can you make a restaurant reservation in madrid in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> how many people would be in your party <query> for two please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in madrid in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> how many people would be in your party <user> for two please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian madrid two moderate
<query> can you make a restaurant reservation for eight in a expensive price range,i'm on it
<context> <user> can you make a restaurant reservation for eight in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation for eight in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with french food,where should it be
<context> <user> can you make a restaurant reservation for eight in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <query> paris please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation for eight in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <user> paris please <system> ok let me look into some options for you <query> <SILENCE>,api_call french paris eight expensive
<query> can you make a restaurant reservation in a moderate price range with italian food in paris for eight,i'm on it
<context> <user> can you make a restaurant reservation in a moderate price range with italian food in paris for eight <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in a moderate price range with italian food in paris for eight <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris eight moderate
<query> may i have a table in rome in a cheap price range for eight with french food,i'm on it
<context> <user> may i have a table in rome in a cheap price range for eight with french food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> may i have a table in rome in a cheap price range for eight with french food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french rome eight cheap
<query> i'd like to book a table in rome for eight people in a cheap price range,i'm on it
<context> <user> i'd like to book a table in rome for eight people in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table in rome for eight people in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish food,ok let me look into some options for you
<context> <user> i'd like to book a table in rome for eight people in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish rome eight cheap
<query> can you book a table in rome with spanish cuisine in a expensive price range for two people,i'm on it
<context> <user> can you book a table in rome with spanish cuisine in a expensive price range for two people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you book a table in rome with spanish cuisine in a expensive price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish rome two expensive
<query> can you book a table with indian food,i'm on it
<context> <user> can you book a table with indian food <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> can you book a table with indian food <system> i'm on it <user> <SILENCE> <system> where should it be <query> in bombay,how many people would be in your party
<context> <user> can you book a table with indian food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> how many people would be in your party <query> we will be four,which price range are looking for
<context> <user> can you book a table with indian food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you book a table with indian food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay four expensive
<query> can you make a restaurant reservation with indian cuisine for eight in madrid,i'm on it
<context> <user> can you make a restaurant reservation with indian cuisine for eight in madrid <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> can you make a restaurant reservation with indian cuisine for eight in madrid <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation with indian cuisine for eight in madrid <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian madrid eight cheap
<query> can you book a table with italian cuisine in a cheap price range,i'm on it
<context> <user> can you book a table with italian cuisine in a cheap price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> can you book a table with italian cuisine in a cheap price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> in rome,how many people would be in your party
<context> <user> can you book a table with italian cuisine in a cheap price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> in rome <system> how many people would be in your party <query> we will be eight,ok let me look into some options for you
<context> <user> can you book a table with italian cuisine in a cheap price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> in rome <system> how many people would be in your party <user> we will be eight <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome eight cheap
<query> can you book a table for two in rome,i'm on it
<context> <user> can you book a table for two in rome <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table for two in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish cuisine,which price range are looking for
<context> <user> can you book a table for two in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you book a table for two in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish rome two expensive
<query> can you book a table for eight people in a expensive price range,i'm on it
<context> <user> can you book a table for eight people in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table for eight people in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian food,where should it be
<context> <user> can you book a table for eight people in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <query> london please,ok let me look into some options for you
<context> <user> can you book a table for eight people in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> london please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian london eight expensive
<query> can you make a restaurant reservation for eight people in bombay,i'm on it
<context> <user> can you make a restaurant reservation for eight people in bombay <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation for eight people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love indian food,which price range are looking for
<context> <user> can you make a restaurant reservation for eight people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation for eight people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay eight expensive
<query> can you make a restaurant reservation in madrid for eight people in a cheap price range with indian food,i'm on it
<context> <user> can you make a restaurant reservation in madrid for eight people in a cheap price range with indian food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in madrid for eight people in a cheap price range with indian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian madrid eight cheap
<query> can you book a table for six in a cheap price range in rome with indian cuisine,i'm on it
<context> <user> can you book a table for six in a cheap price range in rome with indian cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you book a table for six in a cheap price range in rome with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian rome six cheap
<query> can you make a restaurant reservation with italian food in paris in a cheap price range for two people,i'm on it
<context> <user> can you make a restaurant reservation with italian food in paris in a cheap price range for two people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation with italian food in paris in a cheap price range for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris two cheap
<query> may i have a table in a cheap price range in paris,i'm on it
<context> <user> may i have a table in a cheap price range in paris <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table in a cheap price range in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian cuisine,how many people would be in your party
<context> <user> may i have a table in a cheap price range in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> how many people would be in your party <query> we will be two,ok let me look into some options for you
<context> <user> may i have a table in a cheap price range in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> how many people would be in your party <user> we will be two <system> ok let me look into some options for you <query> <SILENCE>,api_call indian paris two cheap
<query> i'd like to book a table,i'm on it
<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love spanish food,where should it be
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <query> paris please,how many people would be in your party
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <user> paris please <system> how many people would be in your party <query> we will be two,which price range are looking for
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <user> paris please <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <user> paris please <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish paris two cheap
<query> i'd like to book a table with french food in bombay in a cheap price range,i'm on it
<context> <user> i'd like to book a table with french food in bombay in a cheap price range <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> i'd like to book a table with french food in bombay in a cheap price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be two,ok let me look into some options for you
<context> <user> i'd like to book a table with french food in bombay in a cheap price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be two <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay two cheap
<query> i'd like to book a table in madrid with indian food in a expensive price range,i'm on it
<context> <user> i'd like to book a table in madrid with indian food in a expensive price range <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> i'd like to book a table in madrid with indian food in a expensive price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for eight people please,ok let me look into some options for you
