Call,Response
<context> <user> can you book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> bombay please <system> how many people would be in your party <query> we will be four,ok let me look into some options for you
<context> <user> can you book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> bombay please <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay four moderate
<query> may i have a table in a moderate price range with indian cuisine in london,i'm on it
<context> <user> may i have a table in a moderate price range with indian cuisine in london <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> may i have a table in a moderate price range with indian cuisine in london <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for four people please,ok let me look into some options for you
<context> <user> may i have a table in a moderate price range with indian cuisine in london <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for four people please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian london four moderate
<query> i'd like to book a table for four people in london with french food,i'm on it
<context> <user> i'd like to book a table for four people in london with french food <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> i'd like to book a table for four people in london with french food <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> i'd like to book a table for four people in london with french food <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call french london four cheap
<query> i'd like to book a table in a moderate price range,i'm on it
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish cuisine,where should it be
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <query> london please,how many people would be in your party
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> london please <system> how many people would be in your party <query> for two people please,ok let me look into some options for you
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> london please <system> how many people would be in your party <user> for two people please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london two moderate
<query> i'd like to book a table in a expensive price range in london with british cuisine,i'm on it
<context> <user> i'd like to book a table in a expensive price range in london with british cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> i'd like to book a table in a expensive price range in london with british cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for two people please,ok let me look into some options for you
<context> <user> i'd like to book a table in a expensive price range in london with british cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for two people please <system> ok let me look into some options for you <query> <SILENCE>,api_call british london two expensive
<query> i'd like to book a table for two with indian cuisine,i'm on it
<context> <user> i'd like to book a table for two with indian cuisine <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table for two with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in bombay,which price range are looking for
<context> <user> i'd like to book a table for two with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> i'd like to book a table for two with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay two expensive
<query> can you make a restaurant reservation for four with spanish cuisine in a moderate price range in madrid,i'm on it
<context> <user> can you make a restaurant reservation for four with spanish cuisine in a moderate price range in madrid <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation for four with spanish cuisine in a moderate price range in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish madrid four moderate
<query> can you make a restaurant reservation,i'm on it
<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,where should it be
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <query> bombay please,how many people would be in your party
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> bombay please <system> how many people would be in your party <query> we will be four,which price range are looking for
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> bombay please <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> bombay please <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british bombay four moderate
<query> may i have a table for four people with spanish cuisine in a moderate price range in madrid,i'm on it
<context> <user> may i have a table for four people with spanish cuisine in a moderate price range in madrid <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> may i have a table for four people with spanish cuisine in a moderate price range in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish madrid four moderate
<query> may i have a table,i'm on it
<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian food,where should it be
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <query> in bombay,how many people would be in your party
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> in bombay <system> how many people would be in your party <query> for two people please,which price range are looking for
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> in bombay <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> where should it be <user> in bombay <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay two cheap
<query> can you make a restaurant reservation in madrid,i'm on it
<context> <user> can you make a restaurant reservation in madrid <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love indian food,how many people would be in your party
<context> <user> can you make a restaurant reservation in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> how many people would be in your party <query> we will be four,which price range are looking for
<context> <user> can you make a restaurant reservation in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian madrid four moderate
<query> may i have a table for two people with spanish cuisine in a moderate price range,i'm on it
<context> <user> may i have a table for two people with spanish cuisine in a moderate price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> may i have a table for two people with spanish cuisine in a moderate price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> paris please,ok let me look into some options for you
<context> <user> may i have a table for two people with spanish cuisine in a moderate price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> paris please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish paris two moderate
<query> may i have a table in london with indian cuisine for two people in a moderate price range,i'm on it
<context> <user> may i have a table in london with indian cuisine for two people in a moderate price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> may i have a table in london with indian cuisine for two people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian london two moderate
<query> can you make a restaurant reservation with spanish food,i'm on it
<context> <user> can you make a restaurant reservation with spanish food <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> can you make a restaurant reservation with spanish food <system> i'm on it <user> <SILENCE> <system> where should it be <query> london please,how many people would be in your party
<context> <user> can you make a restaurant reservation with spanish food <system> i'm on it <user> <SILENCE> <system> where should it be <user> london please <system> how many people would be in your party <query> for two people please,which price range are looking for
<context> <user> can you make a restaurant reservation with spanish food <system> i'm on it <user> <SILENCE> <system> where should it be <user> london please <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation with spanish food <system> i'm on it <user> <SILENCE> <system> where should it be <user> london please <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london two cheap
<query> may i have a table in a moderate price range for two in rome with italian cuisine,i'm on it
<context> <user> may i have a table in a moderate price range for two in rome with italian cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> may i have a table in a moderate price range for two in rome with italian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome two moderate
<query> can you make a restaurant reservation in a expensive price range with british cuisine in rome for eight people,i'm on it
<context> <user> can you make a restaurant reservation in a expensive price range with british cuisine in rome for eight people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in a expensive price range with british cuisine in rome for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome eight expensive
<query> may i have a table in london with spanish cuisine,i'm on it
<context> <user> may i have a table in london with spanish cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> may i have a table in london with spanish cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be six,which price range are looking for
<context> <user> may i have a table in london with spanish cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user> may i have a table in london with spanish cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london six moderate
<query> i'd like to book a table for six people with indian cuisine in a moderate price range,i'm on it
<context> <user> i'd like to book a table for six people with indian cuisine in a moderate price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table for six people with indian cuisine in a moderate price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> in bombay,ok let me look into some options for you
<context> <user> i'd like to book a table for six people with indian cuisine in a moderate price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay six moderate
<query> may i have a table in a moderate price range in rome,i'm on it
<context> <user> may i have a table in a moderate price range in rome <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love british food,how many people would be in your party
<context> <user> may i have a table in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love british food <system> how many people would be in your party <query> we will be four,ok let me look into some options for you
<context> <user> may i have a table in a moderate price range in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love british food <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome four moderate
<query> i'd like to book a table with spanish food in rome for four people,i'm on it
<context> <user> i'd like to book a table with spanish food in rome for four people <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> i'd like to book a table with spanish food in rome for four people <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user> i'd like to book a table with spanish food in rome for four people <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish rome four moderate
<query> may i have a table,i'm on it
<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish food,where should it be
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <query> in bombay,how many people would be in your party
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <user> in bombay <system> how many people would be in your party <query> for six please,which price range are looking for
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <user> in bombay <system> how many people would be in your party <user> for six please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <user> in bombay <system> how many people would be in your party <user> for six please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish bombay six expensive
<query> may i have a table in a expensive price range with italian food,i'm on it
<context> <user> may i have a table in a expensive price range with italian food <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> may i have a table in a expensive price range with italian food <system> i'm on it <user> <SILENCE> <system> where should it be <query> london please,how many people would be in your party
<context> <user> may i have a table in a expensive price range with italian food <system> i'm on it <user> <SILENCE> <system> where should it be <user> london please <system> how many people would be in your party <query> for eight people please,ok let me look into some options for you
<context> <user> may i have a table in a expensive price range with italian food <system> i'm on it <user> <SILENCE> <system> where should it be <user> london please <system> how many people would be in your party <user> for eight people please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london eight expensive
<query> can you make a restaurant reservation in madrid for two people,i'm on it
<context> <user> can you make a restaurant reservation in madrid for two people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in madrid for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian cuisine,which price range are looking for
<context> <user> can you make a restaurant reservation in madrid for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian cuisine <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in madrid for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian cuisine <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian madrid two cheap
<query> can you book a table with british food in rome in a expensive price range for four,i'm on it
<context> <user> can you book a table with british food in rome in a expensive price range for four <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you book a table with british food in rome in a expensive price range for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome four expensive
<query> can you book a table for four people in a moderate price range with spanish cuisine in bombay,i'm on it
<context> <user> can you book a table for four people in a moderate price range with spanish cuisine in bombay <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you book a table for four people in a moderate price range with spanish cuisine in bombay <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish bombay four moderate
<query> can you book a table in bombay with french food in a cheap price range,i'm on it
<context> <user> can you book a table in bombay with french food in a cheap price range <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> can you book a table in bombay with french food in a cheap price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be six,ok let me look into some options for you
<context> <user> can you book a table in bombay with french food in a cheap price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay six cheap
<query> i'd like to book a table in a expensive price range,i'm on it
<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love indian food,where should it be
<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <query> in london,how many people would be in your party
<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> in london <system> how many people would be in your party <query> we will be two,ok let me look into some options for you
<context> <user> i'd like to book a table in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> in london <system> how many people would be in your party <user> we will be two <system> ok let me look into some options for you <query> <SILENCE>,api_call indian london two expensive
<query> can you make a restaurant reservation in bombay in a moderate price range with french food,i'm on it
<context> <user> can you make a restaurant reservation in bombay in a moderate price range with french food <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> can you make a restaurant reservation in bombay in a moderate price range with french food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for six people please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in bombay in a moderate price range with french food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for six people please <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay six moderate
<query> can you make a restaurant reservation in london in a cheap price range for four with french cuisine,i'm on it
<context> <user> can you make a restaurant reservation in london in a cheap price range for four with french cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in london in a cheap price range for four with french cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french london four cheap
<query> can you book a table in london for six in a moderate price range,i'm on it
<context> <user> can you book a table in london for six in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table in london for six in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love french food,ok let me look into some options for you
<context> <user> can you book a table in london for six in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love french food <system> ok let me look into some options for you <query> <SILENCE>,api_call french london six moderate
<query> can you make a restaurant reservation with indian cuisine in rome,i'm on it
<context> <user> can you make a restaurant reservation with indian cuisine in rome <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> can you make a restaurant reservation with indian cuisine in rome <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be six,which price range are looking for
<context> <user> can you make a restaurant reservation with indian cuisine in rome <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation with indian cuisine in rome <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian rome six expensive
<query> can you book a table,i'm on it
<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,where should it be
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <query> in london,how many people would be in your party
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in london <system> how many people would be in your party <query> for four please,which price range are looking for
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in london <system> how many people would be in your party <user> for four please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in london <system> how many people would be in your party <user> for four please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london four cheap
<query> i'd like to book a table,i'm on it
<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love indian food,where should it be
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <query> london please,how many people would be in your party
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> london please <system> how many people would be in your party <query> for six please,which price range are looking for
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> london please <system> how many people would be in your party <user> for six please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> london please <system> how many people would be in your party <user> for six please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian london six expensive
<query> can you book a table,i'm on it
<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian food,where should it be
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <query> in madrid,how many people would be in your party
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in madrid <system> how many people would be in your party <query> for four please,which price range are looking for
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in madrid <system> how many people would be in your party <user> for four please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in madrid <system> how many people would be in your party <user> for four please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian madrid four expensive
<query> i'd like to book a table with french food for four,i'm on it
<context> <user> i'd like to book a table with french food for four <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table with french food for four <system> i'm on it <user> <SILENCE> <system> where should it be <query> in madrid,which price range are looking for
<context> <user> i'd like to book a table with french food for four <system> i'm on it <user> <SILENCE> <system> where should it be <user> in madrid <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> i'd like to book a table with french food for four <system> i'm on it <user> <SILENCE> <system> where should it be <user> in madrid <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid four cheap
<query> may i have a table for four people,i'm on it
<context> <user> may i have a table for four people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,where should it be
<context> <user> may i have a table for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <query> london please,which price range are looking for
<context> <user> may i have a table for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> london please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> may i have a table for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> london please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london four cheap
<query> i'd like to book a table in bombay for four with italian food in a cheap price range,i'm on it
<context> <user> i'd like to book a table in bombay for four with italian food in a cheap price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> i'd like to book a table in bombay for four with italian food in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian bombay four cheap
<query> can you make a restaurant reservation in london with french cuisine in a cheap price range for four,i'm on it
<context> <user> can you make a restaurant reservation in london with french cuisine in a cheap price range for four <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in london with french cuisine in a cheap price range for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french london four cheap
<query> can you book a table in a cheap price range with british food for eight people in rome,i'm on it
<context> <user> can you book a table in a cheap price range with british food for eight people in rome <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
