Call,Response
<context> <user>  can you make a restaurant reservation with thai food in a cheap price range in beijing for six people <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_beijing_cheap_thai_8stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_beijing_cheap_thai_5stars
<context> <user>  can you make a restaurant reservation with thai food in a cheap price range in beijing for six people <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_beijing_cheap_thai_8stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_beijing_cheap_thai_5stars <query>  i love that,great let me do the reservation
<query>  good morning,hello what can i help you with today
<query>  can you make a restaurant reservation with cantonese food for six in a cheap price range,i'm on it
<context> <user>  can you make a restaurant reservation with cantonese food for six in a cheap price range <system> i'm on it <query>  <SILENCE>,where should it be
<context> <user>  can you make a restaurant reservation with cantonese food for six in a cheap price range <system> i'm on it <user>  <SILENCE> <system> where should it be <query>  hanoi please,ok let me look into some options for you
<context> <user>  can you make a restaurant reservation with cantonese food for six in a cheap price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  hanoi please <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_hanoi_cheap_cantonese_7stars
<context> <user>  can you make a restaurant reservation with cantonese food for six in a cheap price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  hanoi please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_cheap_cantonese_7stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  can you make a restaurant reservation with cantonese food for six in a cheap price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  hanoi please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_cheap_cantonese_7stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_hanoi_cheap_cantonese_6stars
<context> <user>  can you make a restaurant reservation with cantonese food for six in a cheap price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  hanoi please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_cheap_cantonese_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_cheap_cantonese_6stars <query>  it's perfect,great let me do the reservation
<query>  hi,hello what can i help you with today
<query>  can you book a table in a cheap price range,i'm on it
<context> <user>  can you book a table in a cheap price range <system> i'm on it <query>  <SILENCE>,any preference on a type of cuisine
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <query>  with cantonese food,where should it be
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <query>  tokyo please,how many people would be in your party
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <query>  we will be four,ok let me look into some options for you
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <user>  we will be four <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_cheap_cantonese_8stars
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <user>  we will be four <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_8stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <user>  we will be four <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_8stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_cheap_cantonese_6stars
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <user>  we will be four <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_6stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <user>  we will be four <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_6stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_cheap_cantonese_5stars
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <user>  we will be four <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_6stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_5stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <user>  we will be four <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_6stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_5stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_cheap_cantonese_2stars
<context> <user>  can you book a table in a cheap price range <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with cantonese food <system> where should it be <user>  tokyo please <system> how many people would be in your party <user>  we will be four <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_6stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_5stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_cheap_cantonese_2stars <query>  i love that,great let me do the reservation
<query>  good morning,hello what can i help you with today
<query>  can you make a restaurant reservation in tokyo for four people with thai cuisine,i'm on it
<context> <user>  can you make a restaurant reservation in tokyo for four people with thai cuisine <system> i'm on it <query>  <SILENCE>,which price range are looking for
<context> <user>  can you make a restaurant reservation in tokyo for four people with thai cuisine <system> i'm on it <user>  <SILENCE> <system> which price range are looking for <query>  in a expensive price range please,ok let me look into some options for you
<context> <user>  can you make a restaurant reservation in tokyo for four people with thai cuisine <system> i'm on it <user>  <SILENCE> <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_expensive_thai_7stars
<context> <user>  can you make a restaurant reservation in tokyo for four people with thai cuisine <system> i'm on it <user>  <SILENCE> <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_thai_7stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  can you make a restaurant reservation in tokyo for four people with thai cuisine <system> i'm on it <user>  <SILENCE> <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_thai_7stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_expensive_thai_6stars
<context> <user>  can you make a restaurant reservation in tokyo for four people with thai cuisine <system> i'm on it <user>  <SILENCE> <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_thai_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_thai_6stars <query>  let's do it,great let me do the reservation
<query>  good morning,hello what can i help you with today
<query>  can you book a table for four people with korean cuisine in a expensive price range,i'm on it
<context> <user>  can you book a table for four people with korean cuisine in a expensive price range <system> i'm on it <query>  <SILENCE>,where should it be
<context> <user>  can you book a table for four people with korean cuisine in a expensive price range <system> i'm on it <user>  <SILENCE> <system> where should it be <query>  tokyo please,ok let me look into some options for you
<context> <user>  can you book a table for four people with korean cuisine in a expensive price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  tokyo please <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_expensive_korean_7stars
<context> <user>  can you book a table for four people with korean cuisine in a expensive price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  tokyo please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_7stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  can you book a table for four people with korean cuisine in a expensive price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  tokyo please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_7stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_expensive_korean_6stars
<context> <user>  can you book a table for four people with korean cuisine in a expensive price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  tokyo please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_7stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_6stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  can you book a table for four people with korean cuisine in a expensive price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  tokyo please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_7stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_6stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_tokyo_expensive_korean_3stars
<context> <user>  can you book a table for four people with korean cuisine in a expensive price range <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  tokyo please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_7stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_6stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_tokyo_expensive_korean_3stars <query>  that looks great,great let me do the reservation
<query>  hello,hello what can i help you with today
<query>  i'd like to book a table in a cheap price range in seoul for six with japanese food,i'm on it
<context> <user>  i'd like to book a table in a cheap price range in seoul for six with japanese food <system> i'm on it <query>  <SILENCE>,ok let me look into some options for you
<context> <user>  i'd like to book a table in a cheap price range in seoul for six with japanese food <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_seoul_cheap_japanese_7stars
<context> <user>  i'd like to book a table in a cheap price range in seoul for six with japanese food <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_seoul_cheap_japanese_7stars <query>  i love that,great let me do the reservation
<query>  hello,hello what can i help you with today
<query>  can you make a restaurant reservation,i'm on it
<context> <user>  can you make a restaurant reservation <system> i'm on it <query>  <SILENCE>,any preference on a type of cuisine
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <query>  i love thai food,where should it be
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <query>  hanoi please,how many people would be in your party
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <user>  hanoi please <system> how many people would be in your party <query>  for six people please,which price range are looking for
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <user>  hanoi please <system> how many people would be in your party <user>  for six people please <system> which price range are looking for <query>  i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <user>  hanoi please <system> how many people would be in your party <user>  for six people please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_hanoi_moderate_thai_8stars
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <user>  hanoi please <system> how many people would be in your party <user>  for six people please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_8stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <user>  hanoi please <system> how many people would be in your party <user>  for six people please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_8stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_hanoi_moderate_thai_5stars
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <user>  hanoi please <system> how many people would be in your party <user>  for six people please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_8stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_5stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <user>  hanoi please <system> how many people would be in your party <user>  for six people please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_8stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_5stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_hanoi_moderate_thai_2stars
<context> <user>  can you make a restaurant reservation <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  i love thai food <system> where should it be <user>  hanoi please <system> how many people would be in your party <user>  for six people please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_8stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_5stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_hanoi_moderate_thai_2stars <query>  i love that,great let me do the reservation
<query>  hi,hello what can i help you with today
<query>  i'd like to book a table,i'm on it
<context> <user>  i'd like to book a table <system> i'm on it <query>  <SILENCE>,any preference on a type of cuisine
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <query>  with korean food,where should it be
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <query>  in bangkok,how many people would be in your party
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <query>  for six please,which price range are looking for
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <query>  in a moderate price range please,ok let me look into some options for you
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_bangkok_moderate_korean_8stars
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_8stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_8stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_bangkok_moderate_korean_7stars
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_7stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_7stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_bangkok_moderate_korean_3stars
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_3stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_3stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_bangkok_moderate_korean_1stars
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with korean food <system> where should it be <user>  in bangkok <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_8stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_3stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_moderate_korean_1stars <query>  it's perfect,great let me do the reservation
<query>  hello,hello what can i help you with today
<query>  may i have a table in bangkok for two with japanese food in a expensive price range,i'm on it
<context> <user>  may i have a table in bangkok for two with japanese food in a expensive price range <system> i'm on it <query>  <SILENCE>,ok let me look into some options for you
<context> <user>  may i have a table in bangkok for two with japanese food in a expensive price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_bangkok_expensive_japanese_7stars
<context> <user>  may i have a table in bangkok for two with japanese food in a expensive price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_expensive_japanese_7stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  may i have a table in bangkok for two with japanese food in a expensive price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_expensive_japanese_7stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_bangkok_expensive_japanese_4stars
<context> <user>  may i have a table in bangkok for two with japanese food in a expensive price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_expensive_japanese_7stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_bangkok_expensive_japanese_4stars <query>  no i don't like that,sure let me find an other option for you
