Call,Response,Count
<SILENCE>,api_call italian rome eight cheap,32
can you book a table for two in rome,i'm on it,33
<SILENCE>,any preference on a type of cuisine,33
with spanish cuisine,which price range are looking for,33
i am looking for a expensive restaurant,ok let me look into some options for you,33
<SILENCE>,api_call spanish rome two expensive,33
can you book a table for eight people in a expensive price range,i'm on it,34
<SILENCE>,any preference on a type of cuisine,34
with indian food,where should it be,34
london please,ok let me look into some options for you,34
<SILENCE>,api_call indian london eight expensive,34
can you make a restaurant reservation for eight people in bombay,i'm on it,35
<SILENCE>,any preference on a type of cuisine,35
i love indian food,which price range are looking for,35
i am looking for a expensive restaurant,ok let me look into some options for you,35
<SILENCE>,api_call indian bombay eight expensive,35
can you make a restaurant reservation in madrid for eight people in a cheap price range with indian food,i'm on it,36
<SILENCE>,ok let me look into some options for you,36
<SILENCE>,api_call indian madrid eight cheap,36
can you book a table for six in a cheap price range in rome with indian cuisine,i'm on it,37
<SILENCE>,ok let me look into some options for you,37
<SILENCE>,api_call indian rome six cheap,37
can you make a restaurant reservation with italian food in paris in a cheap price range for two people,i'm on it,38
<SILENCE>,ok let me look into some options for you,38
<SILENCE>,api_call italian paris two cheap,38
may i have a table in a cheap price range in paris,i'm on it,39
<SILENCE>,any preference on a type of cuisine,39
with indian cuisine,how many people would be in your party,39
we will be two,ok let me look into some options for you,39
<SILENCE>,api_call indian paris two cheap,39
i'd like to book a table,i'm on it,40
<SILENCE>,any preference on a type of cuisine,40
i love spanish food,where should it be,40
paris please,how many people would be in your party,40
we will be two,which price range are looking for,40
i am looking for a cheap restaurant,ok let me look into some options for you,40
<SILENCE>,api_call spanish paris two cheap,40
i'd like to book a table with french food in bombay in a cheap price range,i'm on it,41
<SILENCE>,how many people would be in your party,41
we will be two,ok let me look into some options for you,41
<SILENCE>,api_call french bombay two cheap,41
i'd like to book a table in madrid with indian food in a expensive price range,i'm on it,42
<SILENCE>,how many people would be in your party,42
for eight people please,ok let me look into some options for you,42
<SILENCE>,api_call indian madrid eight expensive,42
i'd like to book a table with italian food for six people,i'm on it,43
<SILENCE>,where should it be,43
madrid please,which price range are looking for,43
in a cheap price range please,ok let me look into some options for you,43
<SILENCE>,api_call italian madrid six cheap,43
can you make a restaurant reservation in london with french cuisine for eight,i'm on it,44
<SILENCE>,which price range are looking for,44
in a cheap price range please,ok let me look into some options for you,44
<SILENCE>,api_call french london eight cheap,44
i'd like to book a table,i'm on it,45
<SILENCE>,any preference on a type of cuisine,45
with british cuisine,where should it be,45
in paris,how many people would be in your party,45
for two people please,which price range are looking for,45
i am looking for a moderate restaurant,ok let me look into some options for you,45
<SILENCE>,api_call british paris two moderate,45
can you make a restaurant reservation in paris in a moderate price range,i'm on it,46
<SILENCE>,any preference on a type of cuisine,46
i love british food,how many people would be in your party,46
for two people please,ok let me look into some options for you,46
<SILENCE>,api_call british paris two moderate,46
i'd like to book a table in a expensive price range in madrid for four with spanish cuisine,i'm on it,47
<SILENCE>,ok let me look into some options for you,47
<SILENCE>,api_call spanish madrid four expensive,47
may i have a table in a moderate price range with indian cuisine,i'm on it,48
<SILENCE>,where should it be,48
london please,how many people would be in your party,48
we will be six,ok let me look into some options for you,48
<SILENCE>,api_call indian london six moderate,48
may i have a table with spanish cuisine in a expensive price range,i'm on it,49
<SILENCE>,where should it be,49
paris please,how many people would be in your party,49
for two people please,ok let me look into some options for you,49
<SILENCE>,api_call spanish paris two expensive,49
i'd like to book a table,i'm on it,50
<SILENCE>,any preference on a type of cuisine,50
with italian cuisine,where should it be,50
madrid please,how many people would be in your party,50
for two people please,which price range are looking for,50
i am looking for a moderate restaurant,ok let me look into some options for you,50
<SILENCE>,api_call italian madrid two moderate,50
may i have a table for two people with british cuisine in a expensive price range in bombay,i'm on it,51
<SILENCE>,ok let me look into some options for you,51
<SILENCE>,api_call british bombay two expensive,51
can you make a restaurant reservation in a cheap price range for two people,i'm on it,52
<SILENCE>,any preference on a type of cuisine,52
i love british food,where should it be,52
in rome,ok let me look into some options for you,52
<SILENCE>,api_call british rome two cheap,52
may i have a table with indian cuisine,i'm on it,53
<SILENCE>,where should it be,53
rome please,how many people would be in your party,53
for four people please,which price range are looking for,53
in a expensive price range please,ok let me look into some options for you,53
<SILENCE>,api_call indian rome four expensive,53
can you book a table in madrid for eight with indian food,i'm on it,54
<SILENCE>,which price range are looking for,54
i am looking for a cheap restaurant,ok let me look into some options for you,54
<SILENCE>,api_call indian madrid eight cheap,54
i'd like to book a table for six in a cheap price range in london with italian food,i'm on it,55
<SILENCE>,ok let me look into some options for you,55
<SILENCE>,api_call italian london six cheap,55
i'd like to book a table,i'm on it,56
<SILENCE>,any preference on a type of cuisine,56
with french food,where should it be,56
in bombay,how many people would be in your party,56
for two please,which price range are looking for,56
i am looking for a expensive restaurant,ok let me look into some options for you,56
<SILENCE>,api_call french bombay two expensive,56
can you make a restaurant reservation in a cheap price range with spanish food in paris for two,i'm on it,57
<SILENCE>,ok let me look into some options for you,57
<SILENCE>,api_call spanish paris two cheap,57
i'd like to book a table with british cuisine,i'm on it,58
<SILENCE>,where should it be,58
in rome,how many people would be in your party,58
for two please,which price range are looking for,58
in a cheap price range please,ok let me look into some options for you,58
<SILENCE>,api_call british rome two cheap,58
can you make a restaurant reservation with spanish cuisine for eight people in bombay in a moderate price range,i'm on it,59
<SILENCE>,ok let me look into some options for you,59
<SILENCE>,api_call spanish bombay eight moderate,59
can you make a restaurant reservation in a cheap price range with french food for eight,i'm on it,60
<SILENCE>,where should it be,60
in london,ok let me look into some options for you,60
<SILENCE>,api_call french london eight cheap,60
i'd like to book a table,i'm on it,61
<SILENCE>,any preference on a type of cuisine,61
i love french food,where should it be,61
rome please,how many people would be in your party,61
we will be six,which price range are looking for,61
in a expensive price range please,ok let me look into some options for you,61
<SILENCE>,api_call french rome six expensive,61
may i have a table,i'm on it,62
<SILENCE>,any preference on a type of cuisine,62
i love italian food,where should it be,62
rome please,how many people would be in your party,62
for eight people please,which price range are looking for,62
in a cheap price range please,ok let me look into some options for you,62
<SILENCE>,api_call italian rome eight cheap,62
can you make a restaurant reservation with indian cuisine,i'm on it,63
<SILENCE>,where should it be,63
rome please,how many people would be in your party,63
for four people please,which price range are looking for,63
i am looking for a expensive restaurant,ok let me look into some options for you,63
<SILENCE>,api_call indian rome four expensive,63
i'd like to book a table in a cheap price range with french cuisine in madrid for six people,i'm on it,64
<SILENCE>,ok let me look into some options for you,64
<SILENCE>,api_call french madrid six cheap,64
can you book a table in a cheap price range in bombay,i'm on it,65
<SILENCE>,any preference on a type of cuisine,65
with spanish cuisine,how many people would be in your party,65
we will be two,ok let me look into some options for you,65
<SILENCE>,api_call spanish bombay two cheap,65
can you make a restaurant reservation in rome,i'm on it,66
<SILENCE>,any preference on a type of cuisine,66
i love british food,how many people would be in your party,66
for six people please,which price range are looking for,66
in a moderate price range please,ok let me look into some options for you,66
<SILENCE>,api_call british rome six moderate,66
can you book a table in a moderate price range in madrid,i'm on it,67
<SILENCE>,any preference on a type of cuisine,67
i love italian food,how many people would be in your party,67
we will be four,ok let me look into some options for you,67
<SILENCE>,api_call italian madrid four moderate,67
can you book a table,i'm on it,68
<SILENCE>,any preference on a type of cuisine,68
with french food,where should it be,68
in madrid,how many people would be in your party,68
we will be two,which price range are looking for,68
i am looking for a moderate restaurant,ok let me look into some options for you,68
<SILENCE>,api_call french madrid two moderate,68
can you make a restaurant reservation in paris,i'm on it,69
<SILENCE>,any preference on a type of cuisine,69
with italian food,how many people would be in your party,69
for eight please,which price range are looking for,69
i am looking for a cheap restaurant,ok let me look into some options for you,69
<SILENCE>,api_call italian paris eight cheap,69
can you book a table with spanish cuisine in a expensive price range in rome for six,i'm on it,70
<SILENCE>,ok let me look into some options for you,70
<SILENCE>,api_call spanish rome six expensive,70
i'd like to book a table,i'm on it,71
<SILENCE>,any preference on a type of cuisine,71
i love italian food,where should it be,71
in rome,how many people would be in your party,71
we will be eight,which price range are looking for,71
i am looking for a cheap restaurant,ok let me look into some options for you,71
<SILENCE>,api_call italian rome eight cheap,71
can you make a restaurant reservation in a expensive price range for two in rome with indian cuisine,i'm on it,72
<SILENCE>,ok let me look into some options for you,72
<SILENCE>,api_call indian rome two expensive,72
may i have a table for eight,i'm on it,73
<SILENCE>,any preference on a type of cuisine,73
with spanish cuisine,where should it be,73
in rome,which price range are looking for,73
i am looking for a moderate restaurant,ok let me look into some options for you,73
<SILENCE>,api_call spanish rome eight moderate,73
i'd like to book a table with indian cuisine for eight in a cheap price range,i'm on it,74
<SILENCE>,where should it be,74
in madrid,ok let me look into some options for you,74
<SILENCE>,api_call indian madrid eight cheap,74
i'd like to book a table,i'm on it,75
<SILENCE>,any preference on a type of cuisine,75
i love french food,where should it be,75
in paris,how many people would be in your party,75
we will be eight,which price range are looking for,75
in a cheap price range please,ok let me look into some options for you,75
<SILENCE>,api_call french paris eight cheap,75
may i have a table,i'm on it,76
<SILENCE>,any preference on a type of cuisine,76
with british cuisine,where should it be,76
madrid please,how many people would be in your party,76
we will be four,which price range are looking for,76
in a expensive price range please,ok let me look into some options for you,76
<SILENCE>,api_call british madrid four expensive,76
can you make a restaurant reservation for eight people,i'm on it,77
<SILENCE>,any preference on a type of cuisine,77
with spanish food,where should it be,77
in london,which price range are looking for,77
in a cheap price range please,ok let me look into some options for you,77
<SILENCE>,api_call spanish london eight cheap,77
i'd like to book a table in london,i'm on it,78
<SILENCE>,any preference on a type of cuisine,78
i love french food,how many people would be in your party,78
we will be two,which price range are looking for,78
in a expensive price range please,ok let me look into some options for you,78
<SILENCE>,api_call french london two expensive,78
i'd like to book a table for six people in rome in a cheap price range with british food,i'm on it,79
<SILENCE>,ok let me look into some options for you,79
<SILENCE>,api_call british rome six cheap,79
can you make a restaurant reservation for six in madrid,i'm on it,80
<SILENCE>,any preference on a type of cuisine,80
with italian cuisine,which price range are looking for,80
in a expensive price range please,ok let me look into some options for you,80
<SILENCE>,api_call italian madrid six expensive,80
can you book a table in bombay for two,i'm on it,81
<SILENCE>,any preference on a type of cuisine,81
with french food,which price range are looking for,81
i am looking for a expensive restaurant,ok let me look into some options for you,81
<SILENCE>,api_call french bombay two expensive,81
may i have a table,i'm on it,82
<SILENCE>,any preference on a type of cuisine,82
i love italian food,where should it be,82
in madrid,how many people would be in your party,82
for four please,which price range are looking for,82
in a moderate price range please,ok let me look into some options for you,82
<SILENCE>,api_call italian madrid four moderate,82
can you make a restaurant reservation for two,i'm on it,83
<SILENCE>,any preference on a type of cuisine,83
with spanish food,where should it be,83
madrid please,which price range are looking for,83
i am looking for a cheap restaurant,ok let me look into some options for you,83
<SILENCE>,api_call spanish madrid two cheap,83
can you book a table,i'm on it,84
<SILENCE>,any preference on a type of cuisine,84
with french food,where should it be,84
in london,how many people would be in your party,84
we will be eight,which price range are looking for,84
i am looking for a cheap restaurant,ok let me look into some options for you,84
<SILENCE>,api_call french london eight cheap,84
i'd like to book a table in bombay,i'm on it,85
<SILENCE>,any preference on a type of cuisine,85
with spanish food,how many people would be in your party,85
for four please,which price range are looking for,85
i am looking for a expensive restaurant,ok let me look into some options for you,85
<SILENCE>,api_call spanish bombay four expensive,85
may i have a table for eight people in a moderate price range with indian cuisine,i'm on it,86
<SILENCE>,where should it be,86
in paris,ok let me look into some options for you,86
<SILENCE>,api_call indian paris eight moderate,86
i'd like to book a table in madrid with french food,i'm on it,87
<SILENCE>,how many people would be in your party,87
we will be two,which price range are looking for,87
i am looking for a moderate restaurant,ok let me look into some options for you,87
<SILENCE>,api_call french madrid two moderate,87
i'd like to book a table with italian food,i'm on it,88
<SILENCE>,where should it be,88
paris please,how many people would be in your party,88
we will be two,which price range are looking for,88
in a expensive price range please,ok let me look into some options for you,88
<SILENCE>,api_call italian paris two expensive,88
may i have a table in a expensive price range,i'm on it,89
<SILENCE>,any preference on a type of cuisine,89
with british food,where should it be,89
rome please,how many people would be in your party,89
we will be six,ok let me look into some options for you,89
<SILENCE>,api_call british rome six expensive,89
i'd like to book a table for two people in a expensive price range with spanish cuisine in rome,i'm on it,90
<SILENCE>,ok let me look into some options for you,90
<SILENCE>,api_call spanish rome two expensive,90
may i have a table in rome,i'm on it,91
<SILENCE>,any preference on a type of cuisine,91
with italian food,how many people would be in your party,91
we will be six,which price range are looking for,91
in a expensive price range please,ok let me look into some options for you,91
<SILENCE>,api_call italian rome six expensive,91
may i have a table with british cuisine in bombay,i'm on it,92
<SILENCE>,how many people would be in your party,92
for six people please,which price range are looking for,92
i am looking for a moderate restaurant,ok let me look into some options for you,92
<SILENCE>,api_call british bombay six moderate,92
can you book a table for two with british food in paris,i'm on it,93
<SILENCE>,which price range are looking for,93
in a expensive price range please,ok let me look into some options for you,93
<SILENCE>,api_call british paris two expensive,93
may i have a table in london for eight people,i'm on it,94
<SILENCE>,any preference on a type of cuisine,94
with spanish cuisine,which price range are looking for,94
i am looking for a cheap restaurant,ok let me look into some options for you,94
<SILENCE>,api_call spanish london eight cheap,94
can you make a restaurant reservation with french cuisine in paris in a moderate price range for two,i'm on it,95
<SILENCE>,ok let me look into some options for you,95
<SILENCE>,api_call french paris two moderate,95
may i have a table in a cheap price range with italian food,i'm on it,96
<SILENCE>,where should it be,96
paris please,how many people would be in your party,96
for two please,ok let me look into some options for you,96
<SILENCE>,api_call italian paris two cheap,96
can you make a restaurant reservation for four with spanish food,i'm on it,97
<SILENCE>,where should it be,97
paris please,which price range are looking for,97
i am looking for a moderate restaurant,ok let me look into some options for you,97
<SILENCE>,api_call spanish paris four moderate,97
can you book a table,i'm on it,98
<SILENCE>,any preference on a type of cuisine,98
with french food,where should it be,98
in paris,how many people would be in your party,98
for eight please,which price range are looking for,98
i am looking for a expensive restaurant,ok let me look into some options for you,98
<SILENCE>,api_call french paris eight expensive,98
i'd like to book a table with british food,i'm on it,99
<SILENCE>,where should it be,99
in rome,how many people would be in your party,99
for four please,which price range are looking for,99
i am looking for a cheap restaurant,ok let me look into some options for you,99
<SILENCE>,api_call british rome four cheap,99
can you book a table with italian cuisine for six people in rome,i'm on it,100
<SILENCE>,which price range are looking for,100
in a expensive price range please,ok let me look into some options for you,100
<SILENCE>,api_call italian rome six expensive,100
can you make a restaurant reservation,i'm on it,101
<SILENCE>,any preference on a type of cuisine,101
with indian food,where should it be,101
in rome,how many people would be in your party,101
for four please,which price range are looking for,101
i am looking for a expensive restaurant,ok let me look into some options for you,101
<SILENCE>,api_call indian rome four expensive,101
may i have a table for two with spanish food in a cheap price range in madrid,i'm on it,102
<SILENCE>,ok let me look into some options for you,102
<SILENCE>,api_call spanish madrid two cheap,102
can you make a restaurant reservation in paris with french cuisine for four in a expensive price range,i'm on it,103
<SILENCE>,ok let me look into some options for you,103
<SILENCE>,api_call french paris four expensive,103
can you book a table for two people in a cheap price range in bombay,i'm on it,104
<SILENCE>,any preference on a type of cuisine,104
with spanish food,ok let me look into some options for you,104
<SILENCE>,api_call spanish bombay two cheap,104
can you make a restaurant reservation in a cheap price range with british food,i'm on it,105
<SILENCE>,where should it be,105
in rome,how many people would be in your party,105
we will be six,ok let me look into some options for you,105
<SILENCE>,api_call british rome six cheap,105
may i have a table with spanish food in london in a cheap price range,i'm on it,106
<SILENCE>,how many people would be in your party,106
we will be eight,ok let me look into some options for you,106
<SILENCE>,api_call spanish london eight cheap,106
can you book a table with indian food,i'm on it,107
<SILENCE>,where should it be,107
bombay please,how many people would be in your party,107
for eight please,which price range are looking for,107
i am looking for a moderate restaurant,ok let me look into some options for you,107
<SILENCE>,api_call indian bombay eight moderate,107
may i have a table in bombay in a cheap price range for eight,i'm on it,108
<SILENCE>,any preference on a type of cuisine,108
with british cuisine,ok let me look into some options for you,108
<SILENCE>,api_call british bombay eight cheap,108
i'd like to book a table in paris,i'm on it,109
<SILENCE>,any preference on a type of cuisine,109
i love french food,how many people would be in your party,109
we will be four,which price range are looking for,109
i am looking for a cheap restaurant,ok let me look into some options for you,109
<SILENCE>,api_call french paris four cheap,109
can you make a restaurant reservation in a moderate price range in madrid,i'm on it,110
<SILENCE>,any preference on a type of cuisine,110
with french cuisine,how many people would be in your party,110
we will be six,ok let me look into some options for you,110
<SILENCE>,api_call french madrid six moderate,110
i'd like to book a table for four,i'm on it,111
<SILENCE>,any preference on a type of cuisine,111
i love british food,where should it be,111
in madrid,which price range are looking for,111
i am looking for a expensive restaurant,ok let me look into some options for you,111
<SILENCE>,api_call british madrid four expensive,111
can you make a restaurant reservation,i'm on it,112
<SILENCE>,any preference on a type of cuisine,112
with italian cuisine,where should it be,112
madrid please,how many people would be in your party,112
for two people please,which price range are looking for,112
in a moderate price range please,ok let me look into some options for you,112
<SILENCE>,api_call italian madrid two moderate,112
may i have a table for two people in london in a moderate price range with italian food,i'm on it,113
<SILENCE>,ok let me look into some options for you,113
<SILENCE>,api_call italian london two moderate,113
can you make a restaurant reservation for six,i'm on it,114
<SILENCE>,any preference on a type of cuisine,114
i love british food,where should it be,114
london please,which price range are looking for,114
in a moderate price range please,ok let me look into some options for you,114
<SILENCE>,api_call british london six moderate,114
may i have a table in madrid for four with spanish food,i'm on it,115
<SILENCE>,which price range are looking for,115
i am looking for a expensive restaurant,ok let me look into some options for you,115
<SILENCE>,api_call spanish madrid four expensive,115
may i have a table,i'm on it,116
<SILENCE>,any preference on a type of cuisine,116
i love indian food,where should it be,116
in bombay,how many people would be in your party,116
for eight please,which price range are looking for,116
in a cheap price range please,ok let me look into some options for you,116
<SILENCE>,api_call indian bombay eight cheap,116
can you make a restaurant reservation in rome in a moderate price range for two,i'm on it,117
<SILENCE>,any preference on a type of cuisine,117
i love spanish food,ok let me look into some options for you,117
<SILENCE>,api_call spanish rome two moderate,117
i'd like to book a table with spanish cuisine,i'm on it,118
<SILENCE>,where should it be,118
rome please,how many people would be in your party,118
for six people please,which price range are looking for,118
in a moderate price range please,ok let me look into some options for you,118
<SILENCE>,api_call spanish rome six moderate,118
can you make a restaurant reservation with spanish cuisine,i'm on it,119
<SILENCE>,where should it be,119
in madrid,how many people would be in your party,119
for four people please,which price range are looking for,119
i am looking for a expensive restaurant,ok let me look into some options for you,119
<SILENCE>,api_call spanish madrid four expensive,119
may i have a table with indian food in rome in a expensive price range for eight people,i'm on it,120
<SILENCE>,ok let me look into some options for you,120
<SILENCE>,api_call indian rome eight expensive,120
may i have a table in a expensive price range for two people in rome with spanish cuisine,i'm on it,121
<SILENCE>,ok let me look into some options for you,121
<SILENCE>,api_call spanish rome two expensive,121
may i have a table for two in a cheap price range with spanish cuisine,i'm on it,122
<SILENCE>,where should it be,122
bombay please,ok let me look into some options for you,122
<SILENCE>,api_call spanish bombay two cheap,122
can you make a restaurant reservation in a expensive price range in bombay with spanish food,i'm on it,123
<SILENCE>,how many people would be in your party,123
for two please,ok let me look into some options for you,123
<SILENCE>,api_call spanish bombay two expensive,123
may i have a table with italian cuisine in rome for four in a moderate price range,i'm on it,124
<SILENCE>,ok let me look into some options for you,124
<SILENCE>,api_call italian rome four moderate,124
can you make a restaurant reservation in a expensive price range in rome for six with french food,i'm on it,125
<SILENCE>,ok let me look into some options for you,125
<SILENCE>,api_call french rome six expensive,125
can you make a restaurant reservation with french food in bombay for four people in a cheap price range,i'm on it,126
<SILENCE>,ok let me look into some options for you,126
<SILENCE>,api_call french bombay four cheap,126
may i have a table with indian cuisine in a expensive price range,i'm on it,127
<SILENCE>,where should it be,127
in london,how many people would be in your party,127
for eight people please,ok let me look into some options for you,127
<SILENCE>,api_call indian london eight expensive,127
may i have a table in a expensive price range with british food in london,i'm on it,128
<SILENCE>,how many people would be in your party,128
for eight people please,ok let me look into some options for you,128
<SILENCE>,api_call british london eight expensive,128
can you book a table in bombay in a cheap price range with indian food,i'm on it,129
<SILENCE>,how many people would be in your party,129
for eight please,ok let me look into some options for you,129
<SILENCE>,api_call indian bombay eight cheap,129
may i have a table for two in a expensive price range with indian cuisine in rome,i'm on it,130
<SILENCE>,ok let me look into some options for you,130
<SILENCE>,api_call indian rome two expensive,130
can you book a table with british cuisine in bombay,i'm on it,131
<SILENCE>,how many people would be in your party,131
for two please,which price range are looking for,131
in a moderate price range please,ok let me look into some options for you,131
<SILENCE>,api_call british bombay two moderate,131
can you book a table,i'm on it,132
<SILENCE>,any preference on a type of cuisine,132
i love british food,where should it be,132
in london,how many people would be in your party,132
for six please,which price range are looking for,132
in a moderate price range please,ok let me look into some options for you,132
<SILENCE>,api_call british london six moderate,132
may i have a table in paris with british food,i'm on it,133
<SILENCE>,how many people would be in your party,133
we will be two,which price range are looking for,133
in a moderate price range please,ok let me look into some options for you,133
<SILENCE>,api_call british paris two moderate,133
may i have a table in paris with spanish cuisine,i'm on it,134
<SILENCE>,how many people would be in your party,134
we will be two,which price range are looking for,134
in a expensive price range please,ok let me look into some options for you,134
<SILENCE>,api_call spanish paris two expensive,134
may i have a table in paris,i'm on it,135
<SILENCE>,any preference on a type of cuisine,135
with spanish cuisine,how many people would be in your party,135
for four people please,which price range are looking for,135
i am looking for a cheap restaurant,ok let me look into some options for you,135
<SILENCE>,api_call spanish paris four cheap,135
i'd like to book a table with indian cuisine in a expensive price range,i'm on it,136
<SILENCE>,where should it be,136
in london,how many people would be in your party,136
we will be eight,ok let me look into some options for you,136
<SILENCE>,api_call indian london eight expensive,136
may i have a table for eight people in bombay,i'm on it,137
<SILENCE>,any preference on a type of cuisine,137
with spanish food,which price range are looking for,137
