Call,Response,Count
actually i would prefer in london,sure is there anything else to update,7
actually i would prefer with french food,sure is there anything else to update,7
actually i would prefer for eight people,sure is there anything else to update,7
no,ok let me look into some options for you,7
<SILENCE>,api_call french london eight expensive,7
 thanks,you're welcome,7
may i have a table with italian food for four in a cheap price range in rome,i'm on it,8
<SILENCE>,ok let me look into some options for you,8
<SILENCE>,api_call italian rome four cheap,8
actually i would prefer for eight people,sure is there anything else to update,8
actually i would prefer in a expensive price range,sure is there anything else to update,8
no,ok let me look into some options for you,8
<SILENCE>,api_call italian rome eight expensive,8
you rock,you're welcome,8
may i have a table with indian cuisine for six people in a moderate price range in paris,i'm on it,9
<SILENCE>,ok let me look into some options for you,9
<SILENCE>,api_call indian paris six moderate,9
actually i would prefer in a expensive price range,sure is there anything else to update,9
actually i would prefer with british food,sure is there anything else to update,9
no,ok let me look into some options for you,9
<SILENCE>,api_call british paris six expensive,9
thanks,you're welcome,9
can you make a restaurant reservation with italian food in a expensive price range for eight in madrid,i'm on it,10
<SILENCE>,ok let me look into some options for you,10
<SILENCE>,api_call italian madrid eight expensive,10
actually i would prefer with french food,sure is there anything else to update,10
instead could it be for four people,sure is there anything else to update,10
actually i would prefer in rome,sure is there anything else to update,10
actually i would prefer in a cheap price range,sure is there anything else to update,10
no,ok let me look into some options for you,10
 <SILENCE>,api_call french rome four cheap,10
 thank you,you're welcome,10
can you make a restaurant reservation in paris for eight people in a cheap price range with spanish food,i'm on it,11
<SILENCE>,ok let me look into some options for you,11
<SILENCE>,api_call spanish paris eight cheap,11
instead could it be with british food,sure is there anything else to update,11
actually i would prefer for four,sure is there anything else to update,11
instead could it be in a moderate price range,sure is there anything else to update,11
no,ok let me look into some options for you,11
<SILENCE>,api_call british paris four moderate,11
 you rock,you're welcome,11
i'd like to book a table for two in madrid with spanish cuisine in a moderate price range,i'm on it,12
<SILENCE>,ok let me look into some options for you,12
<SILENCE>,api_call spanish madrid two moderate,12
instead could it be in paris,sure is there anything else to update,12
instead could it be with british food,sure is there anything else to update,12
no,ok let me look into some options for you,12
<SILENCE>,api_call british paris two moderate,12
thank you,you're welcome,12
may i have a table in madrid in a moderate price range with spanish cuisine for four people,i'm on it,13
<SILENCE>,ok let me look into some options for you,13
<SILENCE>,api_call spanish madrid four moderate,13
instead could it be in rome,sure is there anything else to update,13
instead could it be in a cheap price range,sure is there anything else to update,13
no,ok let me look into some options for you,13
<SILENCE>,api_call spanish rome four cheap,13
thanks,you're welcome,13
can you book a table with british food for four people in madrid in a cheap price range,i'm on it,14
<SILENCE>,ok let me look into some options for you,14
<SILENCE>,api_call british madrid four cheap,14
actually i would prefer for two people,sure is there anything else to update,14
actually i would prefer with spanish cuisine,sure is there anything else to update,14
instead could it be in a moderate price range,sure is there anything else to update,14
no,ok let me look into some options for you,14
<SILENCE>,api_call spanish madrid two moderate,14
 you rock,you're welcome,14
i'd like to book a table with indian cuisine for two in a cheap price range in madrid,i'm on it,15
<SILENCE>,ok let me look into some options for you,15
<SILENCE>,api_call indian madrid two cheap,15
actually i would prefer in london,sure is there anything else to update,15
actually i would prefer with british cuisine,sure is there anything else to update,15
instead could it be for six,sure is there anything else to update,15
instead could it be in a moderate price range,sure is there anything else to update,15
no,ok let me look into some options for you,15
 <SILENCE>,api_call british london six moderate,15
 you rock,you're welcome,15
can you book a table in london in a expensive price range with spanish cuisine for two,i'm on it,16
<SILENCE>,ok let me look into some options for you,16
<SILENCE>,api_call spanish london two expensive,16
actually i would prefer for four people,sure is there anything else to update,16
actually i would prefer in a moderate price range,sure is there anything else to update,16
actually i would prefer with french food,sure is there anything else to update,16
no,ok let me look into some options for you,16
<SILENCE>,api_call french london four moderate,16
 thanks,you're welcome,16
can you make a restaurant reservation for four people with spanish cuisine in bombay in a cheap price range,i'm on it,17
<SILENCE>,ok let me look into some options for you,17
<SILENCE>,api_call spanish bombay four cheap,17
actually i would prefer in london,sure is there anything else to update,17
actually i would prefer for two,sure is there anything else to update,17
no,ok let me look into some options for you,17
<SILENCE>,api_call spanish london two cheap,17
thanks,you're welcome,17
can you book a table in a expensive price range with spanish food for eight in london,i'm on it,18
<SILENCE>,ok let me look into some options for you,18
<SILENCE>,api_call spanish london eight expensive,18
instead could it be in a moderate price range,sure is there anything else to update,18
no,ok let me look into some options for you,18
<SILENCE>,api_call spanish london eight moderate,18
you rock,you're welcome,18
can you make a restaurant reservation for two people in paris in a cheap price range with british food,i'm on it,19
<SILENCE>,ok let me look into some options for you,19
<SILENCE>,api_call british paris two cheap,19
actually i would prefer in bombay,sure is there anything else to update,19
instead could it be with indian food,sure is there anything else to update,19
instead could it be for four people,sure is there anything else to update,19
actually i would prefer in a expensive price range,sure is there anything else to update,19
no,ok let me look into some options for you,19
 <SILENCE>,api_call indian bombay four expensive,19
 thank you,you're welcome,19
i'd like to book a table in a moderate price range in madrid for four with spanish cuisine,i'm on it,20
<SILENCE>,ok let me look into some options for you,20
<SILENCE>,api_call spanish madrid four moderate,20
instead could it be with italian cuisine,sure is there anything else to update,20
instead could it be in a expensive price range,sure is there anything else to update,20
no,ok let me look into some options for you,20
<SILENCE>,api_call italian madrid four expensive,20
thanks,you're welcome,20
can you book a table in bombay for six with spanish food in a expensive price range,i'm on it,21
<SILENCE>,ok let me look into some options for you,21
<SILENCE>,api_call spanish bombay six expensive,21
actually i would prefer for two,sure is there anything else to update,21
instead could it be with indian cuisine,sure is there anything else to update,21
no,ok let me look into some options for you,21
<SILENCE>,api_call indian bombay two expensive,21
thank you,you're welcome,21
i'd like to book a table in paris in a expensive price range with italian cuisine for two,i'm on it,22
<SILENCE>,ok let me look into some options for you,22
<SILENCE>,api_call italian paris two expensive,22
actually i would prefer with british food,sure is there anything else to update,22
actually i would prefer in london,sure is there anything else to update,22
instead could it be for eight,sure is there anything else to update,22
no,ok let me look into some options for you,22
<SILENCE>,api_call british london eight expensive,22
 thank you,you're welcome,22
can you make a restaurant reservation with spanish cuisine in rome in a moderate price range for eight people,i'm on it,23
<SILENCE>,ok let me look into some options for you,23
<SILENCE>,api_call spanish rome eight moderate,23
actually i would prefer for two,sure is there anything else to update,23
actually i would prefer with french cuisine,sure is there anything else to update,23
actually i would prefer in madrid,sure is there anything else to update,23
no,ok let me look into some options for you,23
<SILENCE>,api_call french madrid two moderate,23
 you rock,you're welcome,23
can you make a restaurant reservation in paris in a moderate price range with british cuisine for two people,i'm on it,24
<SILENCE>,ok let me look into some options for you,24
<SILENCE>,api_call british paris two moderate,24
instead could it be in a cheap price range,sure is there anything else to update,24
no,ok let me look into some options for you,24
<SILENCE>,api_call british paris two cheap,24
thank you,you're welcome,24
can you book a table for eight people in a expensive price range with indian cuisine in london,i'm on it,25
<SILENCE>,ok let me look into some options for you,25
<SILENCE>,api_call indian london eight expensive,25
actually i would prefer in bombay,sure is there anything else to update,25
actually i would prefer with british food,sure is there anything else to update,25
actually i would prefer for two,sure is there anything else to update,25
no,ok let me look into some options for you,25
<SILENCE>,api_call british bombay two expensive,25
 thank you,you're welcome,25
can you book a table in a expensive price range for four in london with british cuisine,i'm on it,26
<SILENCE>,ok let me look into some options for you,26
<SILENCE>,api_call british london four expensive,26
actually i would prefer in a moderate price range,sure is there anything else to update,26
actually i would prefer in rome,sure is there anything else to update,26
no,ok let me look into some options for you,26
<SILENCE>,api_call british rome four moderate,26
thanks,you're welcome,26
may i have a table in bombay with italian cuisine for six people in a cheap price range,i'm on it,27
<SILENCE>,ok let me look into some options for you,27
<SILENCE>,api_call italian bombay six cheap,27
actually i would prefer in a moderate price range,sure is there anything else to update,27
instead could it be for four people,sure is there anything else to update,27
actually i would prefer with spanish cuisine,sure is there anything else to update,27
actually i would prefer in madrid,sure is there anything else to update,27
no,ok let me look into some options for you,27
 <SILENCE>,api_call spanish madrid four moderate,27
 thanks,you're welcome,27
can you book a table for four people with french cuisine in a moderate price range in london,i'm on it,28
<SILENCE>,ok let me look into some options for you,28
<SILENCE>,api_call french london four moderate,28
actually i would prefer for two,sure is there anything else to update,28
instead could it be in a expensive price range,sure is there anything else to update,28
instead could it be with indian food,sure is there anything else to update,28
actually i would prefer in paris,sure is there anything else to update,28
no,ok let me look into some options for you,28
 <SILENCE>,api_call indian paris two expensive,28
 thank you,you're welcome,28
i'd like to book a table for eight people with spanish cuisine in paris in a cheap price range,i'm on it,29
<SILENCE>,ok let me look into some options for you,29
<SILENCE>,api_call spanish paris eight cheap,29
actually i would prefer for four,sure is there anything else to update,29
no,ok let me look into some options for you,29
<SILENCE>,api_call spanish paris four cheap,29
thank you,you're welcome,29
i'd like to book a table in bombay with spanish cuisine for six people in a expensive price range,i'm on it,30
<SILENCE>,ok let me look into some options for you,30
<SILENCE>,api_call spanish bombay six expensive,30
instead could it be for four,sure is there anything else to update,30
instead could it be in a moderate price range,sure is there anything else to update,30
instead could it be with british cuisine,sure is there anything else to update,30
no,ok let me look into some options for you,30
<SILENCE>,api_call british bombay four moderate,30
 you rock,you're welcome,30
i'd like to book a table for eight in a moderate price range with french cuisine in paris,i'm on it,31
<SILENCE>,ok let me look into some options for you,31
<SILENCE>,api_call french paris eight moderate,31
actually i would prefer with indian cuisine,sure is there anything else to update,31
actually i would prefer in madrid,sure is there anything else to update,31
no,ok let me look into some options for you,31
<SILENCE>,api_call indian madrid eight moderate,31
thank you,you're welcome,31
i'd like to book a table in paris for eight people with italian cuisine in a expensive price range,i'm on it,32
<SILENCE>,ok let me look into some options for you,32
<SILENCE>,api_call italian paris eight expensive,32
actually i would prefer with british cuisine,sure is there anything else to update,32
actually i would prefer in a moderate price range,sure is there anything else to update,32
instead could it be for two people,sure is there anything else to update,32
actually i would prefer in rome,sure is there anything else to update,32
no,ok let me look into some options for you,32
 <SILENCE>,api_call british rome two moderate,32
 thanks,you're welcome,32
i'd like to book a table for six in a moderate price range in bombay with spanish cuisine,i'm on it,33
<SILENCE>,ok let me look into some options for you,33
<SILENCE>,api_call spanish bombay six moderate,33
instead could it be in a cheap price range,sure is there anything else to update,33
instead could it be for two people,sure is there anything else to update,33
no,ok let me look into some options for you,33
<SILENCE>,api_call spanish bombay two cheap,33
thanks,you're welcome,33
may i have a table with british cuisine in a cheap price range for eight people in rome,i'm on it,34
<SILENCE>,ok let me look into some options for you,34
<SILENCE>,api_call british rome eight cheap,34
instead could it be for two people,sure is there anything else to update,34
instead could it be in a moderate price range,sure is there anything else to update,34
actually i would prefer with indian cuisine,sure is there anything else to update,34
actually i would prefer in bombay,sure is there anything else to update,34
no,ok let me look into some options for you,34
 <SILENCE>,api_call indian bombay two moderate,34
 thanks,you're welcome,34
may i have a table with italian food in a cheap price range in madrid for six people,i'm on it,35
<SILENCE>,ok let me look into some options for you,35
<SILENCE>,api_call italian madrid six cheap,35
actually i would prefer for four,sure is there anything else to update,35
instead could it be in london,sure is there anything else to update,35
actually i would prefer in a moderate price range,sure is there anything else to update,35
no,ok let me look into some options for you,35
<SILENCE>,api_call italian london four moderate,35
 thanks,you're welcome,35
can you make a restaurant reservation in bombay in a expensive price range for eight people with italian cuisine,i'm on it,36
<SILENCE>,ok let me look into some options for you,36
<SILENCE>,api_call italian bombay eight expensive,36
instead could it be with british cuisine,sure is there anything else to update,36
actually i would prefer for two people,sure is there anything else to update,36
actually i would prefer in a cheap price range,sure is there anything else to update,36
instead could it be in rome,sure is there anything else to update,36
no,ok let me look into some options for you,36
 <SILENCE>,api_call british rome two cheap,36
 you rock,you're welcome,36
can you book a table with indian food in london in a cheap price range for four,i'm on it,37
<SILENCE>,ok let me look into some options for you,37
<SILENCE>,api_call indian london four cheap,37
instead could it be in paris,sure is there anything else to update,37
no,ok let me look into some options for you,37
<SILENCE>,api_call indian paris four cheap,37
you rock,you're welcome,37
i'd like to book a table in london for four in a expensive price range with spanish food,i'm on it,38
<SILENCE>,ok let me look into some options for you,38
<SILENCE>,api_call spanish london four expensive,38
instead could it be with indian cuisine,sure is there anything else to update,38
actually i would prefer for eight people,sure is there anything else to update,38
instead could it be in a cheap price range,sure is there anything else to update,38
no,ok let me look into some options for you,38
<SILENCE>,api_call indian london eight cheap,38
 you rock,you're welcome,38
can you make a restaurant reservation for two in london with french food in a expensive price range,i'm on it,39
<SILENCE>,ok let me look into some options for you,39
<SILENCE>,api_call french london two expensive,39
instead could it be in a cheap price range,sure is there anything else to update,39
instead could it be for six people,sure is there anything else to update,39
instead could it be in bombay,sure is there anything else to update,39
instead could it be with italian cuisine,sure is there anything else to update,39
no,ok let me look into some options for you,39
 <SILENCE>,api_call italian bombay six cheap,39
 thanks,you're welcome,39
can you book a table in a cheap price range in london for eight with spanish food,i'm on it,40
<SILENCE>,ok let me look into some options for you,40
<SILENCE>,api_call spanish london eight cheap,40
instead could it be with french food,sure is there anything else to update,40
no,ok let me look into some options for you,40
<SILENCE>,api_call french london eight cheap,40
thank you,you're welcome,40
i'd like to book a table for two with spanish cuisine in london in a expensive price range,i'm on it,41
<SILENCE>,ok let me look into some options for you,41
<SILENCE>,api_call spanish london two expensive,41
actually i would prefer for four,sure is there anything else to update,41
actually i would prefer in a moderate price range,sure is there anything else to update,41
actually i would prefer in bombay,sure is there anything else to update,41
no,ok let me look into some options for you,41
<SILENCE>,api_call spanish bombay four moderate,41
 you rock,you're welcome,41
may i have a table in a expensive price range for four people with spanish cuisine in london,i'm on it,42
<SILENCE>,ok let me look into some options for you,42
<SILENCE>,api_call spanish london four expensive,42
actually i would prefer in paris,sure is there anything else to update,42
actually i would prefer in a moderate price range,sure is there anything else to update,42
instead could it be with french food,sure is there anything else to update,42
no,ok let me look into some options for you,42
<SILENCE>,api_call french paris four moderate,42
 you rock,you're welcome,42
may i have a table with british cuisine in paris for eight people in a cheap price range,i'm on it,43
<SILENCE>,ok let me look into some options for you,43
<SILENCE>,api_call british paris eight cheap,43
instead could it be with italian cuisine,sure is there anything else to update,43
actually i would prefer in rome,sure is there anything else to update,43
actually i would prefer in a expensive price range,sure is there anything else to update,43
no,ok let me look into some options for you,43
<SILENCE>,api_call italian rome eight expensive,43
 you rock,you're welcome,43
i'd like to book a table in london in a expensive price range for four with indian cuisine,i'm on it,44
<SILENCE>,ok let me look into some options for you,44
<SILENCE>,api_call indian london four expensive,44
instead could it be in paris,sure is there anything else to update,44
no,ok let me look into some options for you,44
<SILENCE>,api_call indian paris four expensive,44
thank you,you're welcome,44
can you book a table for two people with spanish cuisine in a moderate price range in london,i'm on it,45
<SILENCE>,ok let me look into some options for you,45
<SILENCE>,api_call spanish london two moderate,45
actually i would prefer with italian cuisine,sure is there anything else to update,45
instead could it be in paris,sure is there anything else to update,45
instead could it be for four,sure is there anything else to update,45
no,ok let me look into some options for you,45
<SILENCE>,api_call italian paris four moderate,45
 thank you,you're welcome,45
can you make a restaurant reservation for four in rome in a expensive price range with french cuisine,i'm on it,46
<SILENCE>,ok let me look into some options for you,46
<SILENCE>,api_call french rome four expensive,46
instead could it be for eight people,sure is there anything else to update,46
no,ok let me look into some options for you,46
<SILENCE>,api_call french rome eight expensive,46
you rock,you're welcome,46
i'd like to book a table in a cheap price range with french cuisine for four in madrid,i'm on it,47
<SILENCE>,ok let me look into some options for you,47
<SILENCE>,api_call french madrid four cheap,47
instead could it be with spanish food,sure is there anything else to update,47
instead could it be for two,sure is there anything else to update,47
no,ok let me look into some options for you,47
<SILENCE>,api_call spanish madrid two cheap,47
thank you,you're welcome,47
can you book a table in paris for eight with french food in a expensive price range,i'm on it,48
<SILENCE>,ok let me look into some options for you,48
<SILENCE>,api_call french paris eight expensive,48
actually i would prefer in a moderate price range,sure is there anything else to update,48
instead could it be with italian food,sure is there anything else to update,48
actually i would prefer in london,sure is there anything else to update,48
instead could it be for four,sure is there anything else to update,48
no,ok let me look into some options for you,48
 <SILENCE>,api_call italian london four moderate,48
 you rock,you're welcome,48
may i have a table for eight people with french food in paris in a moderate price range,i'm on it,49
<SILENCE>,ok let me look into some options for you,49
<SILENCE>,api_call french paris eight moderate,49
actually i would prefer in rome,sure is there anything else to update,49
actually i would prefer for four,sure is there anything else to update,49
no,ok let me look into some options for you,49
<SILENCE>,api_call french rome four moderate,49
you rock,you're welcome,49
i'd like to book a table with indian food in a cheap price range in bombay for four people,i'm on it,50
<SILENCE>,ok let me look into some options for you,50
<SILENCE>,api_call indian bombay four cheap,50
instead could it be with british cuisine,sure is there anything else to update,50
actually i would prefer in rome,sure is there anything else to update,50
instead could it be for six,sure is there anything else to update,50
no,ok let me look into some options for you,50
<SILENCE>,api_call british rome six cheap,50
 thank you,you're welcome,50
can you make a restaurant reservation with indian food in bombay for four in a cheap price range,i'm on it,51
<SILENCE>,ok let me look into some options for you,51
<SILENCE>,api_call indian bombay four cheap,51
instead could it be with british food,sure is there anything else to update,51
no,ok let me look into some options for you,51
<SILENCE>,api_call british bombay four cheap,51
you rock,you're welcome,51
can you book a table in a expensive price range in paris with french food for six people,i'm on it,52
<SILENCE>,ok let me look into some options for you,52
<SILENCE>,api_call french paris six expensive,52
instead could it be for eight,sure is there anything else to update,52
instead could it be with british food,sure is there anything else to update,52
no,ok let me look into some options for you,52
<SILENCE>,api_call british paris eight expensive,52
thanks,you're welcome,52
may i have a table in london for six people with french food in a expensive price range,i'm on it,53
<SILENCE>,ok let me look into some options for you,53
<SILENCE>,api_call french london six expensive,53
instead could it be with indian cuisine,sure is there anything else to update,53
actually i would prefer in a cheap price range,sure is there anything else to update,53
no,ok let me look into some options for you,53
<SILENCE>,api_call indian london six cheap,53
thanks,you're welcome,53
may i have a table in a expensive price range in madrid with spanish cuisine for six,i'm on it,54
<SILENCE>,ok let me look into some options for you,54
<SILENCE>,api_call spanish madrid six expensive,54
instead could it be in a cheap price range,sure is there anything else to update,54
no,ok let me look into some options for you,54
<SILENCE>,api_call spanish madrid six cheap,54
thank you,you're welcome,54
can you book a table in a expensive price range for eight people with british cuisine in madrid,i'm on it,55
<SILENCE>,ok let me look into some options for you,55
<SILENCE>,api_call british madrid eight expensive,55
actually i would prefer with french cuisine,sure is there anything else to update,55
actually i would prefer in rome,sure is there anything else to update,55
no,ok let me look into some options for you,55
<SILENCE>,api_call french rome eight expensive,55
thank you,you're welcome,55
i'd like to book a table in bombay in a moderate price range for two people with french cuisine,i'm on it,56
<SILENCE>,ok let me look into some options for you,56
<SILENCE>,api_call french bombay two moderate,56
instead could it be for four,sure is there anything else to update,56
instead could it be in a cheap price range,sure is there anything else to update,56
no,ok let me look into some options for you,56
<SILENCE>,api_call french bombay four cheap,56
thanks,you're welcome,56
may i have a table in a moderate price range in london for eight with french cuisine,i'm on it,57
<SILENCE>,ok let me look into some options for you,57
<SILENCE>,api_call french london eight moderate,57
instead could it be for six,sure is there anything else to update,57
actually i would prefer in a expensive price range,sure is there anything else to update,57
actually i would prefer in paris,sure is there anything else to update,57
actually i would prefer with spanish food,sure is there anything else to update,57
no,ok let me look into some options for you,57
 <SILENCE>,api_call spanish paris six expensive,57
 you rock,you're welcome,57
i'd like to book a table for four people in a cheap price range in bombay with british food,i'm on it,58
<SILENCE>,ok let me look into some options for you,58
<SILENCE>,api_call british bombay four cheap,58
actually i would prefer in london,sure is there anything else to update,58
instead could it be with french cuisine,sure is there anything else to update,58
no,ok let me look into some options for you,58
<SILENCE>,api_call french london four cheap,58
thank you,you're welcome,58
may i have a table in a expensive price range in london for eight people with french cuisine,i'm on it,59
<SILENCE>,ok let me look into some options for you,59
<SILENCE>,api_call french london eight expensive,59
actually i would prefer with indian food,sure is there anything else to update,59
instead could it be for four people,sure is there anything else to update,59
no,ok let me look into some options for you,59
<SILENCE>,api_call indian london four expensive,59
thank you,you're welcome,59
can you book a table for four in a cheap price range in paris with french cuisine,i'm on it,60
<SILENCE>,ok let me look into some options for you,60
<SILENCE>,api_call french paris four cheap,60
actually i would prefer for eight people,sure is there anything else to update,60
instead could it be in london,sure is there anything else to update,60
actually i would prefer in a expensive price range,sure is there anything else to update,60
no,ok let me look into some options for you,60
<SILENCE>,api_call french london eight expensive,60
 thank you,you're welcome,60
may i have a table with indian cuisine in madrid for two in a cheap price range,i'm on it,61
<SILENCE>,ok let me look into some options for you,61
<SILENCE>,api_call indian madrid two cheap,61
instead could it be in a moderate price range,sure is there anything else to update,61
instead could it be with british cuisine,sure is there anything else to update,61
no,ok let me look into some options for you,61
<SILENCE>,api_call british madrid two moderate,61
you rock,you're welcome,61
can you book a table in a moderate price range for eight in london with french cuisine,i'm on it,62
<SILENCE>,ok let me look into some options for you,62
<SILENCE>,api_call french london eight moderate,62
instead could it be in madrid,sure is there anything else to update,62
no,ok let me look into some options for you,62
<SILENCE>,api_call french madrid eight moderate,62
thanks,you're welcome,62
i'd like to book a table in a expensive price range for four people in bombay with british cuisine,i'm on it,63
<SILENCE>,ok let me look into some options for you,63
<SILENCE>,api_call british bombay four expensive,63
actually i would prefer with italian food,sure is there anything else to update,63
instead could it be in madrid,sure is there anything else to update,63
actually i would prefer in a cheap price range,sure is there anything else to update,63
no,ok let me look into some options for you,63
<SILENCE>,api_call italian madrid four cheap,63
 thank you,you're welcome,63
can you make a restaurant reservation in london with french food in a moderate price range for two,i'm on it,64
<SILENCE>,ok let me look into some options for you,64
<SILENCE>,api_call french london two moderate,64
actually i would prefer for eight people,sure is there anything else to update,64
no,ok let me look into some options for you,64
<SILENCE>,api_call french london eight moderate,64
you rock,you're welcome,64
can you make a restaurant reservation for six people with spanish food in a cheap price range in madrid,i'm on it,65
<SILENCE>,ok let me look into some options for you,65
<SILENCE>,api_call spanish madrid six cheap,65
instead could it be for two,sure is there anything else to update,65
no,ok let me look into some options for you,65
<SILENCE>,api_call spanish madrid two cheap,65
you rock,you're welcome,65
can you make a restaurant reservation with indian cuisine for six people in a expensive price range in madrid,i'm on it,66
<SILENCE>,ok let me look into some options for you,66
<SILENCE>,api_call indian madrid six expensive,66
instead could it be in london,sure is there anything else to update,66
instead could it be for four people,sure is there anything else to update,66
actually i would prefer in a moderate price range,sure is there anything else to update,66
no,ok let me look into some options for you,66
<SILENCE>,api_call indian london four moderate,66
 thank you,you're welcome,66
i'd like to book a table in a expensive price range in paris for six with french food,i'm on it,67
<SILENCE>,ok let me look into some options for you,67
<SILENCE>,api_call french paris six expensive,67
actually i would prefer in a moderate price range,sure is there anything else to update,67
instead could it be in rome,sure is there anything else to update,67
actually i would prefer for four people,sure is there anything else to update,67
instead could it be with italian cuisine,sure is there anything else to update,67
no,ok let me look into some options for you,67
 <SILENCE>,api_call italian rome four moderate,67
 thank you,you're welcome,67
can you make a restaurant reservation in rome with british cuisine for four in a moderate price range,i'm on it,68
<SILENCE>,ok let me look into some options for you,68
<SILENCE>,api_call british rome four moderate,68
actually i would prefer in a expensive price range,sure is there anything else to update,68
no,ok let me look into some options for you,68
<SILENCE>,api_call british rome four expensive,68
thank you,you're welcome,68
i'd like to book a table in a expensive price range in madrid for two people with spanish food,i'm on it,69
<SILENCE>,ok let me look into some options for you,69
<SILENCE>,api_call spanish madrid two expensive,69
actually i would prefer in paris,sure is there anything else to update,69
actually i would prefer for six,sure is there anything else to update,69
instead could it be with french food,sure is there anything else to update,69
actually i would prefer in a moderate price range,sure is there anything else to update,69
no,ok let me look into some options for you,69
 <SILENCE>,api_call french paris six moderate,69
 you rock,you're welcome,69
can you book a table with italian food in a expensive price range for eight people in rome,i'm on it,70
<SILENCE>,ok let me look into some options for you,70
<SILENCE>,api_call italian rome eight expensive,70
instead could it be in london,sure is there anything else to update,70
actually i would prefer for two,sure is there anything else to update,70
actually i would prefer in a cheap price range,sure is there anything else to update,70
instead could it be with indian cuisine,sure is there anything else to update,70
no,ok let me look into some options for you,70
 <SILENCE>,api_call indian london two cheap,70
 you rock,you're welcome,70
may i have a table in a expensive price range for four with french cuisine in rome,i'm on it,71
<SILENCE>,ok let me look into some options for you,71
<SILENCE>,api_call french rome four expensive,71
actually i would prefer with italian food,sure is there anything else to update,71
instead could it be in a cheap price range,sure is there anything else to update,71
instead could it be for six,sure is there anything else to update,71
no,ok let me look into some options for you,71
<SILENCE>,api_call italian rome six cheap,71
 you rock,you're welcome,71
can you make a restaurant reservation for eight people in a cheap price range in paris with french food,i'm on it,72
<SILENCE>,ok let me look into some options for you,72
<SILENCE>,api_call french paris eight cheap,72
actually i would prefer with indian cuisine,sure is there anything else to update,72
instead could it be in a expensive price range,sure is there anything else to update,72
actually i would prefer for six people,sure is there anything else to update,72
no,ok let me look into some options for you,72
<SILENCE>,api_call indian paris six expensive,72
 thank you,you're welcome,72
i'd like to book a table in a moderate price range with british cuisine in madrid for six,i'm on it,73
<SILENCE>,ok let me look into some options for you,73
<SILENCE>,api_call british madrid six moderate,73
actually i would prefer for two,sure is there anything else to update,73
no,ok let me look into some options for you,73
<SILENCE>,api_call british madrid two moderate,73
thanks,you're welcome,73
can you make a restaurant reservation in a expensive price range with italian cuisine for four in bombay,i'm on it,74
<SILENCE>,ok let me look into some options for you,74
<SILENCE>,api_call italian bombay four expensive,74
instead could it be with french cuisine,sure is there anything else to update,74
actually i would prefer in paris,sure is there anything else to update,74
no,ok let me look into some options for you,74
<SILENCE>,api_call french paris four expensive,74
you rock,you're welcome,74
may i have a table in london for two in a cheap price range with indian cuisine,i'm on it,75
<SILENCE>,ok let me look into some options for you,75
<SILENCE>,api_call indian london two cheap,75
actually i would prefer in paris,sure is there anything else to update,75
actually i would prefer in a expensive price range,sure is there anything else to update,75
actually i would prefer for six,sure is there anything else to update,75
no,ok let me look into some options for you,75
<SILENCE>,api_call indian paris six expensive,75
 you rock,you're welcome,75
can you make a restaurant reservation in madrid for eight in a expensive price range with spanish food,i'm on it,76
