Call,Response,Count
can you make a restaurant reservation in a expensive price range for two in madrid with british food,i'm on it,8
<SILENCE>,ok let me look into some options for you,8
<SILENCE>,api_call british madrid two expensive,8
instead could it be in a moderate price range,sure is there anything else to update,8
actually i would prefer with spanish food,sure is there anything else to update,8
actually i would prefer for eight,sure is there anything else to update,8
no,ok let me look into some options for you,8
<SILENCE>,api_call spanish madrid eight moderate,8
 thank you,you're welcome,8
i'd like to book a table with french cuisine in a expensive price range in paris for two,i'm on it,9
<SILENCE>,ok let me look into some options for you,9
<SILENCE>,api_call french paris two expensive,9
instead could it be for six,sure is there anything else to update,9
instead could it be in a cheap price range,sure is there anything else to update,9
no,ok let me look into some options for you,9
<SILENCE>,api_call french paris six cheap,9
thanks,you're welcome,9
may i have a table with french food in a expensive price range for four people in paris,i'm on it,10
<SILENCE>,ok let me look into some options for you,10
<SILENCE>,api_call french paris four expensive,10
actually i would prefer in london,sure is there anything else to update,10
actually i would prefer in a moderate price range,sure is there anything else to update,10
no,ok let me look into some options for you,10
<SILENCE>,api_call french london four moderate,10
thanks,you're welcome,10
may i have a table with indian food for six people in a cheap price range in rome,i'm on it,11
<SILENCE>,ok let me look into some options for you,11
<SILENCE>,api_call indian rome six cheap,11
actually i would prefer with italian food,sure is there anything else to update,11
instead could it be in paris,sure is there anything else to update,11
instead could it be for four,sure is there anything else to update,11
no,ok let me look into some options for you,11
<SILENCE>,api_call italian paris four cheap,11
 you rock,you're welcome,11
i'd like to book a table in a moderate price range with spanish cuisine for eight people in london,i'm on it,12
<SILENCE>,ok let me look into some options for you,12
<SILENCE>,api_call spanish london eight moderate,12
instead could it be in a expensive price range,sure is there anything else to update,12
instead could it be for four people,sure is there anything else to update,12
actually i would prefer with british food,sure is there anything else to update,12
no,ok let me look into some options for you,12
<SILENCE>,api_call british london four expensive,12
 you rock,you're welcome,12
can you book a table for four people in a expensive price range in bombay with indian cuisine,i'm on it,13
<SILENCE>,ok let me look into some options for you,13
<SILENCE>,api_call indian bombay four expensive,13
instead could it be for eight,sure is there anything else to update,13
actually i would prefer with british cuisine,sure is there anything else to update,13
actually i would prefer in a moderate price range,sure is there anything else to update,13
no,ok let me look into some options for you,13
<SILENCE>,api_call british bombay eight moderate,13
 thank you,you're welcome,13
i'd like to book a table with british cuisine in madrid in a moderate price range for four,i'm on it,14
<SILENCE>,ok let me look into some options for you,14
<SILENCE>,api_call british madrid four moderate,14
actually i would prefer in paris,sure is there anything else to update,14
actually i would prefer in a expensive price range,sure is there anything else to update,14
no,ok let me look into some options for you,14
<SILENCE>,api_call british paris four expensive,14
you rock,you're welcome,14
can you book a table for six people with british cuisine in a expensive price range in rome,i'm on it,15
<SILENCE>,ok let me look into some options for you,15
<SILENCE>,api_call british rome six expensive,15
actually i would prefer for two people,sure is there anything else to update,15
instead could it be with indian food,sure is there anything else to update,15
no,ok let me look into some options for you,15
<SILENCE>,api_call indian rome two expensive,15
you rock,you're welcome,15
can you make a restaurant reservation in a moderate price range in bombay with italian food for six,i'm on it,16
<SILENCE>,ok let me look into some options for you,16
<SILENCE>,api_call italian bombay six moderate,16
actually i would prefer with indian cuisine,sure is there anything else to update,16
no,ok let me look into some options for you,16
<SILENCE>,api_call indian bombay six moderate,16
thank you,you're welcome,16
can you book a table in a expensive price range with italian food in london for two people,i'm on it,17
<SILENCE>,ok let me look into some options for you,17
<SILENCE>,api_call italian london two expensive,17
instead could it be in madrid,sure is there anything else to update,17
instead could it be in a cheap price range,sure is there anything else to update,17
no,ok let me look into some options for you,17
<SILENCE>,api_call italian madrid two cheap,17
you rock,you're welcome,17
may i have a table with french cuisine in paris for six people in a cheap price range,i'm on it,18
<SILENCE>,ok let me look into some options for you,18
<SILENCE>,api_call french paris six cheap,18
actually i would prefer in a expensive price range,sure is there anything else to update,18
instead could it be with british cuisine,sure is there anything else to update,18
actually i would prefer for eight,sure is there anything else to update,18
no,ok let me look into some options for you,18
<SILENCE>,api_call british paris eight expensive,18
 thanks,you're welcome,18
i'd like to book a table in a moderate price range in paris for six with french cuisine,i'm on it,19
<SILENCE>,ok let me look into some options for you,19
<SILENCE>,api_call french paris six moderate,19
actually i would prefer with spanish cuisine,sure is there anything else to update,19
actually i would prefer in rome,sure is there anything else to update,19
instead could it be in a expensive price range,sure is there anything else to update,19
no,ok let me look into some options for you,19
<SILENCE>,api_call spanish rome six expensive,19
 thanks,you're welcome,19
can you book a table for six in a cheap price range in london with british cuisine,i'm on it,20
<SILENCE>,ok let me look into some options for you,20
<SILENCE>,api_call british london six cheap,20
instead could it be for eight,sure is there anything else to update,20
actually i would prefer with spanish food,sure is there anything else to update,20
no,ok let me look into some options for you,20
<SILENCE>,api_call spanish london eight cheap,20
thanks,you're welcome,20
may i have a table in a moderate price range in madrid for two people with indian cuisine,i'm on it,21
<SILENCE>,ok let me look into some options for you,21
<SILENCE>,api_call indian madrid two moderate,21
instead could it be for four,sure is there anything else to update,21
instead could it be in a cheap price range,sure is there anything else to update,21
no,ok let me look into some options for you,21
<SILENCE>,api_call indian madrid four cheap,21
thank you,you're welcome,21
can you book a table for six people with italian food in london in a moderate price range,i'm on it,22
<SILENCE>,ok let me look into some options for you,22
<SILENCE>,api_call italian london six moderate,22
actually i would prefer in a expensive price range,sure is there anything else to update,22
no,ok let me look into some options for you,22
<SILENCE>,api_call italian london six expensive,22
you rock,you're welcome,22
i'd like to book a table for four in madrid in a expensive price range with british cuisine,i'm on it,23
<SILENCE>,ok let me look into some options for you,23
<SILENCE>,api_call british madrid four expensive,23
instead could it be in london,sure is there anything else to update,23
instead could it be in a cheap price range,sure is there anything else to update,23
no,ok let me look into some options for you,23
<SILENCE>,api_call british london four cheap,23
thank you,you're welcome,23
may i have a table with italian food in madrid in a moderate price range for four,i'm on it,24
<SILENCE>,ok let me look into some options for you,24
<SILENCE>,api_call italian madrid four moderate,24
actually i would prefer in bombay,sure is there anything else to update,24
instead could it be with indian cuisine,sure is there anything else to update,24
actually i would prefer for two people,sure is there anything else to update,24
no,ok let me look into some options for you,24
<SILENCE>,api_call indian bombay two moderate,24
 thank you,you're welcome,24
i'd like to book a table for two people with british food in a moderate price range in bombay,i'm on it,25
<SILENCE>,ok let me look into some options for you,25
<SILENCE>,api_call british bombay two moderate,25
actually i would prefer in rome,sure is there anything else to update,25
actually i would prefer for eight people,sure is there anything else to update,25
no,ok let me look into some options for you,25
<SILENCE>,api_call british rome eight moderate,25
you rock,you're welcome,25
may i have a table in paris with italian cuisine for six in a moderate price range,i'm on it,26
<SILENCE>,ok let me look into some options for you,26
<SILENCE>,api_call italian paris six moderate,26
actually i would prefer in a expensive price range,sure is there anything else to update,26
actually i would prefer for two,sure is there anything else to update,26
instead could it be in madrid,sure is there anything else to update,26
instead could it be with spanish food,sure is there anything else to update,26
no,ok let me look into some options for you,26
 <SILENCE>,api_call spanish madrid two expensive,26
 you rock,you're welcome,26
can you make a restaurant reservation for eight with indian food in a cheap price range in london,i'm on it,27
<SILENCE>,ok let me look into some options for you,27
<SILENCE>,api_call indian london eight cheap,27
instead could it be with spanish cuisine,sure is there anything else to update,27
actually i would prefer in madrid,sure is there anything else to update,27
no,ok let me look into some options for you,27
<SILENCE>,api_call spanish madrid eight cheap,27
thanks,you're welcome,27
i'd like to book a table with british food in a expensive price range for six people in madrid,i'm on it,28
<SILENCE>,ok let me look into some options for you,28
<SILENCE>,api_call british madrid six expensive,28
actually i would prefer for four,sure is there anything else to update,28
instead could it be with french food,sure is there anything else to update,28
instead could it be in a moderate price range,sure is there anything else to update,28
no,ok let me look into some options for you,28
<SILENCE>,api_call french madrid four moderate,28
 thank you,you're welcome,28
i'd like to book a table for six in london with spanish food in a moderate price range,i'm on it,29
<SILENCE>,ok let me look into some options for you,29
<SILENCE>,api_call spanish london six moderate,29
instead could it be in bombay,sure is there anything else to update,29
instead could it be with british cuisine,sure is there anything else to update,29
actually i would prefer in a expensive price range,sure is there anything else to update,29
no,ok let me look into some options for you,29
<SILENCE>,api_call british bombay six expensive,29
 you rock,you're welcome,29
may i have a table with indian food in a expensive price range for four people in rome,i'm on it,30
<SILENCE>,ok let me look into some options for you,30
<SILENCE>,api_call indian rome four expensive,30
actually i would prefer in bombay,sure is there anything else to update,30
instead could it be in a cheap price range,sure is there anything else to update,30
no,ok let me look into some options for you,30
<SILENCE>,api_call indian bombay four cheap,30
thanks,you're welcome,30
i'd like to book a table in a cheap price range in london for four people with spanish cuisine,i'm on it,31
<SILENCE>,ok let me look into some options for you,31
<SILENCE>,api_call spanish london four cheap,31
instead could it be with italian cuisine,sure is there anything else to update,31
actually i would prefer in madrid,sure is there anything else to update,31
no,ok let me look into some options for you,31
<SILENCE>,api_call italian madrid four cheap,31
thank you,you're welcome,31
i'd like to book a table for two people with indian cuisine in a cheap price range in bombay,i'm on it,32
<SILENCE>,ok let me look into some options for you,32
<SILENCE>,api_call indian bombay two cheap,32
actually i would prefer in london,sure is there anything else to update,32
instead could it be with french cuisine,sure is there anything else to update,32
instead could it be in a moderate price range,sure is there anything else to update,32
no,ok let me look into some options for you,32
<SILENCE>,api_call french london two moderate,32
 you rock,you're welcome,32
i'd like to book a table with indian food in bombay for four in a expensive price range,i'm on it,33
<SILENCE>,ok let me look into some options for you,33
<SILENCE>,api_call indian bombay four expensive,33
actually i would prefer with french food,sure is there anything else to update,33
actually i would prefer in a cheap price range,sure is there anything else to update,33
no,ok let me look into some options for you,33
<SILENCE>,api_call french bombay four cheap,33
thanks,you're welcome,33
can you book a table in a cheap price range with italian cuisine in paris for eight people,i'm on it,34
<SILENCE>,ok let me look into some options for you,34
<SILENCE>,api_call italian paris eight cheap,34
actually i would prefer for four,sure is there anything else to update,34
instead could it be with spanish cuisine,sure is there anything else to update,34
instead could it be in madrid,sure is there anything else to update,34
no,ok let me look into some options for you,34
<SILENCE>,api_call spanish madrid four cheap,34
 thank you,you're welcome,34
can you make a restaurant reservation for four people with italian food in a cheap price range in london,i'm on it,35
<SILENCE>,ok let me look into some options for you,35
<SILENCE>,api_call italian london four cheap,35
instead could it be with spanish food,sure is there anything else to update,35
actually i would prefer for six people,sure is there anything else to update,35
actually i would prefer in bombay,sure is there anything else to update,35
no,ok let me look into some options for you,35
<SILENCE>,api_call spanish bombay six cheap,35
 thank you,you're welcome,35
can you make a restaurant reservation in a moderate price range for eight with british food in london,i'm on it,36
<SILENCE>,ok let me look into some options for you,36
<SILENCE>,api_call british london eight moderate,36
instead could it be in bombay,sure is there anything else to update,36
instead could it be for four,sure is there anything else to update,36
no,ok let me look into some options for you,36
<SILENCE>,api_call british bombay four moderate,36
you rock,you're welcome,36
may i have a table in a moderate price range for two with indian food in london,i'm on it,37
<SILENCE>,ok let me look into some options for you,37
<SILENCE>,api_call indian london two moderate,37
instead could it be in rome,sure is there anything else to update,37
actually i would prefer with french food,sure is there anything else to update,37
instead could it be in a expensive price range,sure is there anything else to update,37
instead could it be for six people,sure is there anything else to update,37
no,ok let me look into some options for you,37
 <SILENCE>,api_call french rome six expensive,37
 you rock,you're welcome,37
can you make a restaurant reservation in madrid with italian cuisine in a moderate price range for six,i'm on it,38
<SILENCE>,ok let me look into some options for you,38
<SILENCE>,api_call italian madrid six moderate,38
actually i would prefer for two people,sure is there anything else to update,38
actually i would prefer in rome,sure is there anything else to update,38
actually i would prefer in a cheap price range,sure is there anything else to update,38
no,ok let me look into some options for you,38
<SILENCE>,api_call italian rome two cheap,38
 thank you,you're welcome,38
i'd like to book a table with british food in paris in a cheap price range for four people,i'm on it,39
<SILENCE>,ok let me look into some options for you,39
<SILENCE>,api_call british paris four cheap,39
instead could it be in a expensive price range,sure is there anything else to update,39
actually i would prefer in bombay,sure is there anything else to update,39
actually i would prefer with french cuisine,sure is there anything else to update,39
no,ok let me look into some options for you,39
<SILENCE>,api_call french bombay four expensive,39
 thanks,you're welcome,39
can you book a table in a expensive price range in london with italian food for two,i'm on it,40
<SILENCE>,ok let me look into some options for you,40
<SILENCE>,api_call italian london two expensive,40
instead could it be in bombay,sure is there anything else to update,40
instead could it be with spanish cuisine,sure is there anything else to update,40
no,ok let me look into some options for you,40
<SILENCE>,api_call spanish bombay two expensive,40
thanks,you're welcome,40
can you make a restaurant reservation in a moderate price range in rome with french cuisine for eight people,i'm on it,41
<SILENCE>,ok let me look into some options for you,41
<SILENCE>,api_call french rome eight moderate,41
instead could it be in a expensive price range,sure is there anything else to update,41
instead could it be for two,sure is there anything else to update,41
actually i would prefer with british food,sure is there anything else to update,41
no,ok let me look into some options for you,41
<SILENCE>,api_call british rome two expensive,41
 thank you,you're welcome,41
i'd like to book a table for eight in madrid in a cheap price range with french cuisine,i'm on it,42
<SILENCE>,ok let me look into some options for you,42
<SILENCE>,api_call french madrid eight cheap,42
instead could it be for two people,sure is there anything else to update,42
instead could it be in rome,sure is there anything else to update,42
instead could it be in a expensive price range,sure is there anything else to update,42
instead could it be with spanish cuisine,sure is there anything else to update,42
no,ok let me look into some options for you,42
 <SILENCE>,api_call spanish rome two expensive,42
 thank you,you're welcome,42
can you make a restaurant reservation with italian cuisine for four in a cheap price range in madrid,i'm on it,43
<SILENCE>,ok let me look into some options for you,43
<SILENCE>,api_call italian madrid four cheap,43
actually i would prefer in a moderate price range,sure is there anything else to update,43
instead could it be with spanish food,sure is there anything else to update,43
instead could it be for six,sure is there anything else to update,43
no,ok let me look into some options for you,43
<SILENCE>,api_call spanish madrid six moderate,43
 you rock,you're welcome,43
may i have a table with british cuisine in a expensive price range for eight people in rome,i'm on it,44
<SILENCE>,ok let me look into some options for you,44
<SILENCE>,api_call british rome eight expensive,44
actually i would prefer for six,sure is there anything else to update,44
actually i would prefer in london,sure is there anything else to update,44
actually i would prefer in a moderate price range,sure is there anything else to update,44
no,ok let me look into some options for you,44
<SILENCE>,api_call british london six moderate,44
 you rock,you're welcome,44
can you make a restaurant reservation with spanish cuisine in bombay for two people in a cheap price range,i'm on it,45
<SILENCE>,ok let me look into some options for you,45
<SILENCE>,api_call spanish bombay two cheap,45
actually i would prefer with italian food,sure is there anything else to update,45
actually i would prefer in a moderate price range,sure is there anything else to update,45
no,ok let me look into some options for you,45
<SILENCE>,api_call italian bombay two moderate,45
thanks,you're welcome,45
can you make a restaurant reservation with spanish cuisine in london in a cheap price range for two,i'm on it,46
<SILENCE>,ok let me look into some options for you,46
<SILENCE>,api_call spanish london two cheap,46
actually i would prefer with british food,sure is there anything else to update,46
no,ok let me look into some options for you,46
<SILENCE>,api_call british london two cheap,46
you rock,you're welcome,46
may i have a table in a moderate price range in rome for four with italian cuisine,i'm on it,47
<SILENCE>,ok let me look into some options for you,47
<SILENCE>,api_call italian rome four moderate,47
actually i would prefer for eight,sure is there anything else to update,47
actually i would prefer in london,sure is there anything else to update,47
instead could it be in a cheap price range,sure is there anything else to update,47
actually i would prefer with british cuisine,sure is there anything else to update,47
no,ok let me look into some options for you,47
 <SILENCE>,api_call british london eight cheap,47
 thanks,you're welcome,47
can you book a table for two with italian cuisine in a moderate price range in rome,i'm on it,48
<SILENCE>,ok let me look into some options for you,48
<SILENCE>,api_call italian rome two moderate,48
actually i would prefer in paris,sure is there anything else to update,48
instead could it be with british food,sure is there anything else to update,48
actually i would prefer for eight people,sure is there anything else to update,48
actually i would prefer in a expensive price range,sure is there anything else to update,48
no,ok let me look into some options for you,48
 <SILENCE>,api_call british paris eight expensive,48
 you rock,you're welcome,48
can you make a restaurant reservation for four people in madrid in a moderate price range with french cuisine,i'm on it,49
<SILENCE>,ok let me look into some options for you,49
<SILENCE>,api_call french madrid four moderate,49
instead could it be in rome,sure is there anything else to update,49
actually i would prefer for six people,sure is there anything else to update,49
instead could it be with italian food,sure is there anything else to update,49
no,ok let me look into some options for you,49
<SILENCE>,api_call italian rome six moderate,49
 thank you,you're welcome,49
can you book a table in paris for two people with french food in a moderate price range,i'm on it,50
<SILENCE>,ok let me look into some options for you,50
<SILENCE>,api_call french paris two moderate,50
actually i would prefer in london,sure is there anything else to update,50
no,ok let me look into some options for you,50
<SILENCE>,api_call french london two moderate,50
thank you,you're welcome,50
can you book a table in a moderate price range for two in bombay with italian food,i'm on it,51
<SILENCE>,ok let me look into some options for you,51
<SILENCE>,api_call italian bombay two moderate,51
actually i would prefer with indian food,sure is there anything else to update,51
instead could it be in a cheap price range,sure is there anything else to update,51
no,ok let me look into some options for you,51
<SILENCE>,api_call indian bombay two cheap,51
thank you,you're welcome,51
can you book a table in bombay with spanish cuisine in a moderate price range for four,i'm on it,52
<SILENCE>,ok let me look into some options for you,52
<SILENCE>,api_call spanish bombay four moderate,52
instead could it be for eight,sure is there anything else to update,52
no,ok let me look into some options for you,52
<SILENCE>,api_call spanish bombay eight moderate,52
thanks,you're welcome,52
can you make a restaurant reservation in bombay for two people with italian food in a moderate price range,i'm on it,53
<SILENCE>,ok let me look into some options for you,53
<SILENCE>,api_call italian bombay two moderate,53
actually i would prefer for six,sure is there anything else to update,53
actually i would prefer in a expensive price range,sure is there anything else to update,53
instead could it be in madrid,sure is there anything else to update,53
actually i would prefer with british cuisine,sure is there anything else to update,53
no,ok let me look into some options for you,53
 <SILENCE>,api_call british madrid six expensive,53
 you rock,you're welcome,53
can you book a table for eight people in bombay with spanish food in a expensive price range,i'm on it,54
<SILENCE>,ok let me look into some options for you,54
<SILENCE>,api_call spanish bombay eight expensive,54
instead could it be with indian food,sure is there anything else to update,54
actually i would prefer for four people,sure is there anything else to update,54
actually i would prefer in a cheap price range,sure is there anything else to update,54
no,ok let me look into some options for you,54
<SILENCE>,api_call indian bombay four cheap,54
 thank you,you're welcome,54
may i have a table in rome for six in a expensive price range with italian food,i'm on it,55
<SILENCE>,ok let me look into some options for you,55
<SILENCE>,api_call italian rome six expensive,55
instead could it be in london,sure is there anything else to update,55
no,ok let me look into some options for you,55
<SILENCE>,api_call italian london six expensive,55
thanks,you're welcome,55
may i have a table in london in a expensive price range for two with italian food,i'm on it,56
<SILENCE>,ok let me look into some options for you,56
<SILENCE>,api_call italian london two expensive,56
actually i would prefer with spanish food,sure is there anything else to update,56
actually i would prefer for six people,sure is there anything else to update,56
no,ok let me look into some options for you,56
<SILENCE>,api_call spanish london six expensive,56
thank you,you're welcome,56
can you make a restaurant reservation for eight people in bombay with british food in a expensive price range,i'm on it,57
<SILENCE>,ok let me look into some options for you,57
<SILENCE>,api_call british bombay eight expensive,57
instead could it be in a cheap price range,sure is there anything else to update,57
instead could it be for two people,sure is there anything else to update,57
actually i would prefer in paris,sure is there anything else to update,57
no,ok let me look into some options for you,57
<SILENCE>,api_call british paris two cheap,57
 thank you,you're welcome,57
can you make a restaurant reservation in london for two people with italian food in a moderate price range,i'm on it,58
<SILENCE>,ok let me look into some options for you,58
<SILENCE>,api_call italian london two moderate,58
instead could it be in madrid,sure is there anything else to update,58
instead could it be with spanish cuisine,sure is there anything else to update,58
actually i would prefer for four,sure is there anything else to update,58
no,ok let me look into some options for you,58
<SILENCE>,api_call spanish madrid four moderate,58
 you rock,you're welcome,58
can you make a restaurant reservation with spanish cuisine for six people in rome in a cheap price range,i'm on it,59
<SILENCE>,ok let me look into some options for you,59
<SILENCE>,api_call spanish rome six cheap,59
actually i would prefer in bombay,sure is there anything else to update,59
instead could it be in a expensive price range,sure is there anything else to update,59
no,ok let me look into some options for you,59
<SILENCE>,api_call spanish bombay six expensive,59
thanks,you're welcome,59
may i have a table for six with spanish food in rome in a cheap price range,i'm on it,60
<SILENCE>,ok let me look into some options for you,60
<SILENCE>,api_call spanish rome six cheap,60
actually i would prefer in a moderate price range,sure is there anything else to update,60
instead could it be in paris,sure is there anything else to update,60
actually i would prefer for four,sure is there anything else to update,60
no,ok let me look into some options for you,60
<SILENCE>,api_call spanish paris four moderate,60
 thank you,you're welcome,60
can you book a table in bombay in a cheap price range for two people with indian cuisine,i'm on it,61
<SILENCE>,ok let me look into some options for you,61
<SILENCE>,api_call indian bombay two cheap,61
actually i would prefer in a moderate price range,sure is there anything else to update,61
instead could it be in london,sure is there anything else to update,61
no,ok let me look into some options for you,61
<SILENCE>,api_call indian london two moderate,61
you rock,you're welcome,61
can you book a table in rome with spanish cuisine for eight in a cheap price range,i'm on it,62
<SILENCE>,ok let me look into some options for you,62
<SILENCE>,api_call spanish rome eight cheap,62
actually i would prefer in a expensive price range,sure is there anything else to update,62
actually i would prefer in paris,sure is there anything else to update,62
instead could it be with indian cuisine,sure is there anything else to update,62
no,ok let me look into some options for you,62
<SILENCE>,api_call indian paris eight expensive,62
 thank you,you're welcome,62
may i have a table for four people in madrid with italian cuisine in a cheap price range,i'm on it,63
<SILENCE>,ok let me look into some options for you,63
<SILENCE>,api_call italian madrid four cheap,63
instead could it be in a expensive price range,sure is there anything else to update,63
no,ok let me look into some options for you,63
<SILENCE>,api_call italian madrid four expensive,63
you rock,you're welcome,63
i'd like to book a table in paris for eight in a cheap price range with italian food,i'm on it,64
<SILENCE>,ok let me look into some options for you,64
<SILENCE>,api_call italian paris eight cheap,64
actually i would prefer for six,sure is there anything else to update,64
no,ok let me look into some options for you,64
<SILENCE>,api_call italian paris six cheap,64
thank you,you're welcome,64
may i have a table for four in paris in a cheap price range with spanish food,i'm on it,65
<SILENCE>,ok let me look into some options for you,65
<SILENCE>,api_call spanish paris four cheap,65
actually i would prefer in a moderate price range,sure is there anything else to update,65
actually i would prefer for six people,sure is there anything else to update,65
instead could it be in madrid,sure is there anything else to update,65
no,ok let me look into some options for you,65
<SILENCE>,api_call spanish madrid six moderate,65
 you rock,you're welcome,65
i'd like to book a table with french cuisine in madrid for four in a moderate price range,i'm on it,66
<SILENCE>,ok let me look into some options for you,66
<SILENCE>,api_call french madrid four moderate,66
actually i would prefer for six,sure is there anything else to update,66
instead could it be with italian food,sure is there anything else to update,66
actually i would prefer in bombay,sure is there anything else to update,66
no,ok let me look into some options for you,66
<SILENCE>,api_call italian bombay six moderate,66
 you rock,you're welcome,66
can you make a restaurant reservation for six people with french cuisine in a cheap price range in madrid,i'm on it,67
<SILENCE>,ok let me look into some options for you,67
<SILENCE>,api_call french madrid six cheap,67
actually i would prefer in bombay,sure is there anything else to update,67
actually i would prefer for four,sure is there anything else to update,67
instead could it be with british cuisine,sure is there anything else to update,67
instead could it be in a expensive price range,sure is there anything else to update,67
no,ok let me look into some options for you,67
 <SILENCE>,api_call british bombay four expensive,67
 thanks,you're welcome,67
can you make a restaurant reservation in a cheap price range in madrid for eight people with british cuisine,i'm on it,68
<SILENCE>,ok let me look into some options for you,68
<SILENCE>,api_call british madrid eight cheap,68
actually i would prefer in a moderate price range,sure is there anything else to update,68
actually i would prefer in london,sure is there anything else to update,68
instead could it be for four people,sure is there anything else to update,68
actually i would prefer with spanish cuisine,sure is there anything else to update,68
no,ok let me look into some options for you,68
 <SILENCE>,api_call spanish london four moderate,68
 thanks,you're welcome,68
can you book a table for two people in a expensive price range in bombay with indian cuisine,i'm on it,69
<SILENCE>,ok let me look into some options for you,69
<SILENCE>,api_call indian bombay two expensive,69
instead could it be in paris,sure is there anything else to update,69
actually i would prefer with italian cuisine,sure is there anything else to update,69
actually i would prefer for eight people,sure is there anything else to update,69
no,ok let me look into some options for you,69
<SILENCE>,api_call italian paris eight expensive,69
 thanks,you're welcome,69
may i have a table with british food in london in a expensive price range for two people,i'm on it,70
<SILENCE>,ok let me look into some options for you,70
<SILENCE>,api_call british london two expensive,70
actually i would prefer in rome,sure is there anything else to update,70
no,ok let me look into some options for you,70
<SILENCE>,api_call british rome two expensive,70
thanks,you're welcome,70
may i have a table with french food in bombay in a expensive price range for eight,i'm on it,71
<SILENCE>,ok let me look into some options for you,71
<SILENCE>,api_call french bombay eight expensive,71
instead could it be for two people,sure is there anything else to update,71
no,ok let me look into some options for you,71
<SILENCE>,api_call french bombay two expensive,71
you rock,you're welcome,71
can you book a table with british cuisine for four in rome in a expensive price range,i'm on it,72
<SILENCE>,ok let me look into some options for you,72
<SILENCE>,api_call british rome four expensive,72
actually i would prefer in a moderate price range,sure is there anything else to update,72
no,ok let me look into some options for you,72
<SILENCE>,api_call british rome four moderate,72
thanks,you're welcome,72
can you make a restaurant reservation in a cheap price range with indian food in rome for two,i'm on it,73
<SILENCE>,ok let me look into some options for you,73
<SILENCE>,api_call indian rome two cheap,73
instead could it be in a moderate price range,sure is there anything else to update,73
instead could it be with spanish cuisine,sure is there anything else to update,73
no,ok let me look into some options for you,73
<SILENCE>,api_call spanish rome two moderate,73
thank you,you're welcome,73
may i have a table in madrid in a moderate price range for six people with spanish cuisine,i'm on it,74
<SILENCE>,ok let me look into some options for you,74
<SILENCE>,api_call spanish madrid six moderate,74
actually i would prefer in london,sure is there anything else to update,74
instead could it be in a expensive price range,sure is there anything else to update,74
instead could it be with indian food,sure is there anything else to update,74
actually i would prefer for two people,sure is there anything else to update,74
no,ok let me look into some options for you,74
 <SILENCE>,api_call indian london two expensive,74
 you rock,you're welcome,74
can you book a table in a cheap price range for six with spanish food in rome,i'm on it,75
