Call,Response,Count
<SILENCE>,api_call british bombay two cheap,67
may i have a table with italian food for four,i'm on it,68
<SILENCE>,where should it be,68
in rome,which price range are looking for,68
i am looking for a expensive restaurant,ok let me look into some options for you,68
<SILENCE>,api_call italian rome four expensive,68
can you book a table,i'm on it,69
<SILENCE>,any preference on a type of cuisine,69
with british cuisine,where should it be,69
london please,how many people would be in your party,69
we will be eight,which price range are looking for,69
i am looking for a moderate restaurant,ok let me look into some options for you,69
<SILENCE>,api_call british london eight moderate,69
can you make a restaurant reservation,i'm on it,70
<SILENCE>,any preference on a type of cuisine,70
with british cuisine,where should it be,70
bombay please,how many people would be in your party,70
for four please,which price range are looking for,70
i am looking for a expensive restaurant,ok let me look into some options for you,70
<SILENCE>,api_call british bombay four expensive,70
i'd like to book a table in a moderate price range for eight people,i'm on it,71
<SILENCE>,any preference on a type of cuisine,71
with french cuisine,where should it be,71
in paris,ok let me look into some options for you,71
<SILENCE>,api_call french paris eight moderate,71
can you make a restaurant reservation with italian cuisine for six people,i'm on it,72
<SILENCE>,where should it be,72
bombay please,which price range are looking for,72
i am looking for a cheap restaurant,ok let me look into some options for you,72
<SILENCE>,api_call italian bombay six cheap,72
may i have a table,i'm on it,73
<SILENCE>,any preference on a type of cuisine,73
with italian cuisine,where should it be,73
in bombay,how many people would be in your party,73
we will be two,which price range are looking for,73
in a cheap price range please,ok let me look into some options for you,73
<SILENCE>,api_call italian bombay two cheap,73
can you book a table with british food for four people in london in a cheap price range,i'm on it,74
<SILENCE>,ok let me look into some options for you,74
<SILENCE>,api_call british london four cheap,74
can you make a restaurant reservation with italian food for six in a cheap price range in bombay,i'm on it,75
<SILENCE>,ok let me look into some options for you,75
<SILENCE>,api_call italian bombay six cheap,75
can you book a table,i'm on it,76
<SILENCE>,any preference on a type of cuisine,76
i love british food,where should it be,76
paris please,how many people would be in your party,76
we will be eight,which price range are looking for,76
i am looking for a moderate restaurant,ok let me look into some options for you,76
<SILENCE>,api_call british paris eight moderate,76
i'd like to book a table in madrid in a moderate price range,i'm on it,77
<SILENCE>,any preference on a type of cuisine,77
with french food,how many people would be in your party,77
for four people please,ok let me look into some options for you,77
<SILENCE>,api_call french madrid four moderate,77
can you book a table in madrid,i'm on it,78
<SILENCE>,any preference on a type of cuisine,78
with spanish cuisine,how many people would be in your party,78
for two please,which price range are looking for,78
i am looking for a moderate restaurant,ok let me look into some options for you,78
<SILENCE>,api_call spanish madrid two moderate,78
can you make a restaurant reservation for four in a moderate price range with british cuisine,i'm on it,79
<SILENCE>,where should it be,79
in paris,ok let me look into some options for you,79
<SILENCE>,api_call british paris four moderate,79
can you book a table for two,i'm on it,80
<SILENCE>,any preference on a type of cuisine,80
with spanish cuisine,where should it be,80
in london,which price range are looking for,80
i am looking for a cheap restaurant,ok let me look into some options for you,80
<SILENCE>,api_call spanish london two cheap,80
can you make a restaurant reservation in london in a cheap price range,i'm on it,81
<SILENCE>,any preference on a type of cuisine,81
with british cuisine,how many people would be in your party,81
for two please,ok let me look into some options for you,81
<SILENCE>,api_call british london two cheap,81
i'd like to book a table for four people,i'm on it,82
<SILENCE>,any preference on a type of cuisine,82
with indian food,where should it be,82
london please,which price range are looking for,82
in a moderate price range please,ok let me look into some options for you,82
<SILENCE>,api_call indian london four moderate,82
can you make a restaurant reservation with spanish cuisine for eight,i'm on it,83
<SILENCE>,where should it be,83
in bombay,which price range are looking for,83
in a expensive price range please,ok let me look into some options for you,83
<SILENCE>,api_call spanish bombay eight expensive,83
may i have a table for two people,i'm on it,84
<SILENCE>,any preference on a type of cuisine,84
i love italian food,where should it be,84
madrid please,which price range are looking for,84
in a cheap price range please,ok let me look into some options for you,84
<SILENCE>,api_call italian madrid two cheap,84
i'd like to book a table in london with french cuisine,i'm on it,85
<SILENCE>,how many people would be in your party,85
for two people please,which price range are looking for,85
in a cheap price range please,ok let me look into some options for you,85
<SILENCE>,api_call french london two cheap,85
i'd like to book a table for six people with italian food in paris in a expensive price range,i'm on it,86
<SILENCE>,ok let me look into some options for you,86
<SILENCE>,api_call italian paris six expensive,86
can you book a table in a cheap price range for eight,i'm on it,87
<SILENCE>,any preference on a type of cuisine,87
with italian food,where should it be,87
in madrid,ok let me look into some options for you,87
<SILENCE>,api_call italian madrid eight cheap,87
can you make a restaurant reservation for six,i'm on it,88
<SILENCE>,any preference on a type of cuisine,88
i love italian food,where should it be,88
paris please,which price range are looking for,88
i am looking for a cheap restaurant,ok let me look into some options for you,88
<SILENCE>,api_call italian paris six cheap,88
can you make a restaurant reservation for eight people in bombay in a moderate price range with italian food,i'm on it,89
<SILENCE>,ok let me look into some options for you,89
<SILENCE>,api_call italian bombay eight moderate,89
can you book a table for six people in madrid in a cheap price range,i'm on it,90
<SILENCE>,any preference on a type of cuisine,90
with british cuisine,ok let me look into some options for you,90
<SILENCE>,api_call british madrid six cheap,90
i'd like to book a table with british food,i'm on it,91
<SILENCE>,where should it be,91
in bombay,how many people would be in your party,91
for two please,which price range are looking for,91
i am looking for a cheap restaurant,ok let me look into some options for you,91
<SILENCE>,api_call british bombay two cheap,91
can you book a table for two people,i'm on it,92
<SILENCE>,any preference on a type of cuisine,92
with indian food,where should it be,92
bombay please,which price range are looking for,92
in a expensive price range please,ok let me look into some options for you,92
<SILENCE>,api_call indian bombay two expensive,92
can you make a restaurant reservation in a expensive price range with italian cuisine,i'm on it,93
<SILENCE>,where should it be,93
in london,how many people would be in your party,93
for eight people please,ok let me look into some options for you,93
<SILENCE>,api_call italian london eight expensive,93
i'd like to book a table in a moderate price range in paris with italian food for six people,i'm on it,94
<SILENCE>,ok let me look into some options for you,94
<SILENCE>,api_call italian paris six moderate,94
may i have a table,i'm on it,95
<SILENCE>,any preference on a type of cuisine,95
i love british food,where should it be,95
in bombay,how many people would be in your party,95
we will be four,which price range are looking for,95
in a expensive price range please,ok let me look into some options for you,95
<SILENCE>,api_call british bombay four expensive,95
i'd like to book a table,i'm on it,96
<SILENCE>,any preference on a type of cuisine,96
with spanish food,where should it be,96
in madrid,how many people would be in your party,96
for two please,which price range are looking for,96
in a moderate price range please,ok let me look into some options for you,96
<SILENCE>,api_call spanish madrid two moderate,96
i'd like to book a table,i'm on it,97
<SILENCE>,any preference on a type of cuisine,97
with italian cuisine,where should it be,97
in rome,how many people would be in your party,97
for two people please,which price range are looking for,97
i am looking for a moderate restaurant,ok let me look into some options for you,97
<SILENCE>,api_call italian rome two moderate,97
can you book a table for eight people with french food,i'm on it,98
<SILENCE>,where should it be,98
in madrid,which price range are looking for,98
i am looking for a expensive restaurant,ok let me look into some options for you,98
<SILENCE>,api_call french madrid eight expensive,98
may i have a table,i'm on it,99
<SILENCE>,any preference on a type of cuisine,99
with french food,where should it be,99
in rome,how many people would be in your party,99
for four please,which price range are looking for,99
i am looking for a expensive restaurant,ok let me look into some options for you,99
<SILENCE>,api_call french rome four expensive,99
i'd like to book a table with spanish food in a expensive price range,i'm on it,100
<SILENCE>,where should it be,100
in rome,how many people would be in your party,100
for eight please,ok let me look into some options for you,100
<SILENCE>,api_call spanish rome eight expensive,100
can you book a table,i'm on it,101
<SILENCE>,any preference on a type of cuisine,101
with spanish cuisine,where should it be,101
bombay please,how many people would be in your party,101
for four people please,which price range are looking for,101
i am looking for a moderate restaurant,ok let me look into some options for you,101
<SILENCE>,api_call spanish bombay four moderate,101
i'd like to book a table in a cheap price range with spanish cuisine,i'm on it,102
<SILENCE>,where should it be,102
paris please,how many people would be in your party,102
for six please,ok let me look into some options for you,102
<SILENCE>,api_call spanish paris six cheap,102
can you make a restaurant reservation for eight in a cheap price range in madrid,i'm on it,103
<SILENCE>,any preference on a type of cuisine,103
i love british food,ok let me look into some options for you,103
<SILENCE>,api_call british madrid eight cheap,103
may i have a table in paris with italian cuisine,i'm on it,104
<SILENCE>,how many people would be in your party,104
for six please,which price range are looking for,104
i am looking for a expensive restaurant,ok let me look into some options for you,104
<SILENCE>,api_call italian paris six expensive,104
can you book a table with spanish cuisine,i'm on it,105
<SILENCE>,where should it be,105
bombay please,how many people would be in your party,105
for six please,which price range are looking for,105
in a moderate price range please,ok let me look into some options for you,105
<SILENCE>,api_call spanish bombay six moderate,105
may i have a table in a cheap price range for two,i'm on it,106
<SILENCE>,any preference on a type of cuisine,106
with british food,where should it be,106
london please,ok let me look into some options for you,106
<SILENCE>,api_call british london two cheap,106
i'd like to book a table with french cuisine for four people in a moderate price range,i'm on it,107
<SILENCE>,where should it be,107
in madrid,ok let me look into some options for you,107
<SILENCE>,api_call french madrid four moderate,107
i'd like to book a table,i'm on it,108
<SILENCE>,any preference on a type of cuisine,108
with italian cuisine,where should it be,108
rome please,how many people would be in your party,108
for four people please,which price range are looking for,108
in a cheap price range please,ok let me look into some options for you,108
<SILENCE>,api_call italian rome four cheap,108
may i have a table,i'm on it,109
<SILENCE>,any preference on a type of cuisine,109
with italian cuisine,where should it be,109
in rome,how many people would be in your party,109
for eight please,which price range are looking for,109
i am looking for a expensive restaurant,ok let me look into some options for you,109
<SILENCE>,api_call italian rome eight expensive,109
can you make a restaurant reservation,i'm on it,110
<SILENCE>,any preference on a type of cuisine,110
i love italian food,where should it be,110
in paris,how many people would be in your party,110
for six please,which price range are looking for,110
i am looking for a cheap restaurant,ok let me look into some options for you,110
<SILENCE>,api_call italian paris six cheap,110
can you make a restaurant reservation in a moderate price range in paris for six people with italian food,i'm on it,111
<SILENCE>,ok let me look into some options for you,111
<SILENCE>,api_call italian paris six moderate,111
can you book a table in bombay for two people in a expensive price range,i'm on it,112
<SILENCE>,any preference on a type of cuisine,112
i love indian food,ok let me look into some options for you,112
<SILENCE>,api_call indian bombay two expensive,112
may i have a table,i'm on it,113
<SILENCE>,any preference on a type of cuisine,113
i love spanish food,where should it be,113
in london,how many people would be in your party,113
for six people please,which price range are looking for,113
in a moderate price range please,ok let me look into some options for you,113
<SILENCE>,api_call spanish london six moderate,113
can you book a table in a moderate price range in madrid with indian cuisine,i'm on it,114
<SILENCE>,how many people would be in your party,114
for four please,ok let me look into some options for you,114
<SILENCE>,api_call indian madrid four moderate,114
may i have a table in london in a moderate price range for two people,i'm on it,115
<SILENCE>,any preference on a type of cuisine,115
with spanish cuisine,ok let me look into some options for you,115
<SILENCE>,api_call spanish london two moderate,115
can you book a table in madrid with spanish cuisine for eight people,i'm on it,116
<SILENCE>,which price range are looking for,116
i am looking for a cheap restaurant,ok let me look into some options for you,116
<SILENCE>,api_call spanish madrid eight cheap,116
can you make a restaurant reservation in a moderate price range with spanish food in london for eight,i'm on it,117
<SILENCE>,ok let me look into some options for you,117
<SILENCE>,api_call spanish london eight moderate,117
i'd like to book a table,i'm on it,118
<SILENCE>,any preference on a type of cuisine,118
with italian cuisine,where should it be,118
paris please,how many people would be in your party,118
for six people please,which price range are looking for,118
i am looking for a cheap restaurant,ok let me look into some options for you,118
<SILENCE>,api_call italian paris six cheap,118
can you book a table in a expensive price range for two in madrid,i'm on it,119
<SILENCE>,any preference on a type of cuisine,119
with spanish food,ok let me look into some options for you,119
<SILENCE>,api_call spanish madrid two expensive,119
i'd like to book a table,i'm on it,120
<SILENCE>,any preference on a type of cuisine,120
with french food,where should it be,120
london please,how many people would be in your party,120
for four please,which price range are looking for,120
i am looking for a moderate restaurant,ok let me look into some options for you,120
<SILENCE>,api_call french london four moderate,120
may i have a table for four in a cheap price range with indian cuisine in paris,i'm on it,121
<SILENCE>,ok let me look into some options for you,121
<SILENCE>,api_call indian paris four cheap,121
may i have a table in paris,i'm on it,122
<SILENCE>,any preference on a type of cuisine,122
with spanish food,how many people would be in your party,122
for eight people please,which price range are looking for,122
i am looking for a cheap restaurant,ok let me look into some options for you,122
<SILENCE>,api_call spanish paris eight cheap,122
i'd like to book a table in madrid in a cheap price range for eight with spanish food,i'm on it,123
<SILENCE>,ok let me look into some options for you,123
<SILENCE>,api_call spanish madrid eight cheap,123
i'd like to book a table in a cheap price range with italian cuisine,i'm on it,124
<SILENCE>,where should it be,124
rome please,how many people would be in your party,124
for six please,ok let me look into some options for you,124
<SILENCE>,api_call italian rome six cheap,124
can you book a table in a moderate price range,i'm on it,125
<SILENCE>,any preference on a type of cuisine,125
with french food,where should it be,125
bombay please,how many people would be in your party,125
for six people please,ok let me look into some options for you,125
<SILENCE>,api_call french bombay six moderate,125
i'd like to book a table,i'm on it,126
<SILENCE>,any preference on a type of cuisine,126
with british food,where should it be,126
in madrid,how many people would be in your party,126
we will be eight,which price range are looking for,126
i am looking for a moderate restaurant,ok let me look into some options for you,126
<SILENCE>,api_call british madrid eight moderate,126
i'd like to book a table in bombay for six with french food in a expensive price range,i'm on it,127
<SILENCE>,ok let me look into some options for you,127
<SILENCE>,api_call french bombay six expensive,127
i'd like to book a table for two people,i'm on it,128
<SILENCE>,any preference on a type of cuisine,128
with spanish cuisine,where should it be,128
in london,which price range are looking for,128
i am looking for a cheap restaurant,ok let me look into some options for you,128
<SILENCE>,api_call spanish london two cheap,128
can you make a restaurant reservation with indian food in a cheap price range in london,i'm on it,129
<SILENCE>,how many people would be in your party,129
for six please,ok let me look into some options for you,129
<SILENCE>,api_call indian london six cheap,129
can you make a restaurant reservation,i'm on it,130
<SILENCE>,any preference on a type of cuisine,130
with italian food,where should it be,130
london please,how many people would be in your party,130
we will be four,which price range are looking for,130
in a moderate price range please,ok let me look into some options for you,130
<SILENCE>,api_call italian london four moderate,130
may i have a table with spanish cuisine for six people in a moderate price range,i'm on it,131
<SILENCE>,where should it be,131
in bombay,ok let me look into some options for you,131
<SILENCE>,api_call spanish bombay six moderate,131
i'd like to book a table in rome with spanish food for four people in a cheap price range,i'm on it,132
<SILENCE>,ok let me look into some options for you,132
<SILENCE>,api_call spanish rome four cheap,132
i'd like to book a table for eight in a moderate price range in madrid with french cuisine,i'm on it,133
<SILENCE>,ok let me look into some options for you,133
<SILENCE>,api_call french madrid eight moderate,133
i'd like to book a table for two people with spanish cuisine in madrid,i'm on it,134
<SILENCE>,which price range are looking for,134
i am looking for a moderate restaurant,ok let me look into some options for you,134
<SILENCE>,api_call spanish madrid two moderate,134
can you book a table in a moderate price range,i'm on it,135
<SILENCE>,any preference on a type of cuisine,135
i love italian food,where should it be,135
in bombay,how many people would be in your party,135
for six people please,ok let me look into some options for you,135
<SILENCE>,api_call italian bombay six moderate,135
i'd like to book a table in a moderate price range in paris with italian food,i'm on it,136
<SILENCE>,how many people would be in your party,136
for six people please,ok let me look into some options for you,136
<SILENCE>,api_call italian paris six moderate,136
may i have a table in a expensive price range,i'm on it,137
<SILENCE>,any preference on a type of cuisine,137
with italian cuisine,where should it be,137
madrid please,how many people would be in your party,137
